date_date,orders_id,news,turnover,session_id
2021-08-14,960339,1,58.38,78192093223074459101628957525
2021-08-14,960196,1,18.22,41491833773196396581628945012
2021-08-14,960143,0,113.36,42934650683926555971628941040
2021-08-14,960229,1,61.34,7566907113802106211628946628
2021-08-14,960386,1,128.6,1275397942110626881628963359
2021-08-14,960106,0,54.94,16156728662336198951628935609
2021-08-14,960016,1,103.92,26038874861543622421628922579
2021-08-14,960167,0,104.88,50067753371394978131628942974
2021-08-14,960364,1,23.03,88813313614027735421628961271
2021-08-14,960048,0,172.09,13800040507422450891628927722
2021-08-14,960378,0,76.58,17995683076083600791628962083
2021-06-01,893805,1,27.27,133566783127704740221622564214
2021-06-01,893762,1,75.32,17105336871507109391622562272
2021-06-01,893729,1,130.9,31209509151077751661622559804
2021-06-01,893920,0,66.19,67392975973995682321622571200
2021-06-01,893968,0,26.58,846982990177026401622573439
2021-06-01,893653,0,108.88,84707678268920309261622555019
2021-06-01,893378,1,54.19,87262692165097393651622541945
2021-06-01,893603,0,24.87,11523673351645085081622552824
2021-06-01,893417,0,56.79,31329084949065910881622542196
2021-06-01,893019,0,38.76,36488036842483476491622507331
2021-06-01,893915,0,55.87,48501786176072060381622570773
2021-06-01,893460,1,59.1,48543626051923193001622546931
2021-06-01,893274,0,42.67,78617226161225718861622538518
2021-06-01,894160,1,23.19,85890599235130114461622579774
2021-06-01,894193,0,132.59,1517675586890457551622579355
2021-06-01,893333,0,143.01,34559907740085374291622540882
2021-06-01,893086,1,14.79,52342985152312004281622529200
2021-06-01,893834,1,35.39,57624906170548516761622565818
2021-06-01,893249,1,40.52,60216383950819101501622534026
2021-06-01,893761,0,55.05,60902551319017068131622562546
2021-06-01,894151,0,32.97,66352893636907189031622574777
2021-06-01,893866,1,84.35,80860487083318440421622564723
2021-06-01,893588,1,54.67,85951610405408030131622552770
2021-06-01,893960,0,9.55,12281629423440032591622573205
2021-06-01,894010,0,114.4,13546058346440487621622574614
2021-06-01,893641,1,221.91,138358460587606298901622555426
2021-06-01,893985,0,30.89,15790232445705592971622573891
2021-06-01,893931,0,57.94,42244660193195463361622570709
2021-06-01,893935,0,162.0,43209192080088142581622571223
2021-06-01,893289,0,29.09,47098178236090946531622539046
2021-06-01,893554,0,160.31,63022212812726252281622550924
2021-06-01,894182,1,101.91,6830544040101154861622580132
2021-06-01,893508,1,55.54,21435858422460058161622549135
2021-06-01,893133,0,180.31,28654875530722150911622532666
2021-06-01,893893,1,57.15,44899060534616765151622569569
2021-06-01,893087,0,89.69,56135173698209263661622529845
2021-06-01,893988,0,44.57,83014113694207515521622573801
2021-06-01,894038,0,41.12,1495785004536270921622574685
2021-06-01,893315,0,179.7,27674965041755961501622538600
2021-06-01,893499,0,67.0,29751488270914453161622548250
2021-06-01,894050,1,35.32,37128498156922827161622575967
2021-06-01,893731,1,90.09,46822447392169957761622560214
2021-06-01,893210,1,107.05,67585887006302530641622535380
2021-06-01,893399,0,94.89,77837040259698528851622540762
2021-06-01,893368,1,69.29,81484846650950928701622538904
2021-06-01,894213,1,104.44,10321909504871967841622580000
2021-06-01,893409,1,16.91,11188604398666653631622543723
2021-06-01,893342,0,50.51,14572503969072392231622539673
2021-06-01,894166,1,31.28,25099890856329799691622579788
2021-06-01,893509,1,53.82,61751791294068271821622548657
2021-06-01,893112,1,117.41,69693828437380387651622531978
2021-06-01,893084,0,41.54,77538309521613210141622529083
2021-06-01,893122,0,115.22,79518751712517697121622539841
2021-06-01,893647,0,14.1,80315316189980203981622556233
2021-06-01,893375,1,50.05,17662624812785923571622542362
2021-06-01,893873,0,96.82,18117973208092021391622568584
2021-06-01,893050,1,33.01,23551052056341666381622525751
2021-06-01,893380,1,65.49,3562817422482179381622542562
2021-06-01,894191,1,166.99,36199960887909440911622579624
2021-06-01,893745,1,96.82,87717446652235799071622560947
2021-06-01,893632,0,49.47,91109689776515853821622552986
2021-06-01,893479,1,67.76,13073014900490310641622547354
2021-06-01,893126,1,41.84,24897855637757435221622531967
2021-06-01,894148,1,50.44,28216697298307922681622578922
2021-06-01,893900,0,88.35,29651783096141970521622569844
2021-06-01,893854,1,58.41,40072941548228054081622566819
2021-06-01,893341,1,32.13,41396284494691694821622540107
2021-06-01,894089,1,136.01,50277507591227679141622577196
2021-06-01,893401,0,27.53,6053496059019941841622542539
2021-06-01,893989,0,47.25,86854641066207951361622574052
2021-06-01,894042,0,33.2,89243859518199258351622575911
2021-06-01,893194,0,28.41,141226435451235401711622534959
2021-06-01,893821,0,62.5,151374452128129691311622564902
2021-06-01,893282,1,106.17,169968016443567057091622538453
2021-06-01,894144,1,44.53,23405239955781442681622578711
2021-06-01,893530,0,19.03,41803070468011255981622549702
2021-06-01,893972,0,59.65,44103638217928596181622568938
2021-06-01,893278,0,34.91,64614438064013548541622537166
2021-06-01,894052,0,41.2,7058870808241195181622574603
2021-06-01,893298,1,30.4,10880217844278852011622539542
2021-06-01,893625,0,66.1,30345946963412249361622550912
2021-06-01,893047,1,11.66,37241872279739444831622525297
2021-06-01,893507,0,16.35,41344473187508639051622549028
2021-06-01,894170,1,63.39,60726842531935927341622578664
2021-06-01,894204,1,62.29,67732903222233403701622580062
2021-06-01,893578,1,2.58,84668424758916676911622553326
2021-06-01,893983,0,50.3,86759152475603874761622573755
2021-06-01,893876,1,44.57,24436537452455713621622567676
2021-06-01,894158,0,81.51,36910872851208395501622579827
2021-06-01,893957,0,34.65,42030252505446465181622572486
2021-06-01,893136,1,16.79,55842093805748410781622532232
2021-06-01,893684,0,27.06,60739941795634438991622556183
2021-06-01,893673,0,27.06,
2021-06-01,893626,0,40.16,73468598142117255421622554036
2021-06-01,893140,0,34.4,74261164949927276401622531680
2021-06-01,893851,1,66.39,81083111430311144341622567269
2021-06-01,893302,0,73.36,1129790519107862801622535102
2021-06-01,893865,0,86.26,21703249557175488701622567631
2021-06-01,894215,1,82.46,41248210342735736671622581552
2021-06-01,893709,0,112.46,53723660156921638651622559519
2021-06-01,893029,0,38.93,57494828703383358991622520990
2021-06-01,893798,1,37.51,6178641012204727131622562701
2021-06-01,893203,1,145.74,80529431862824180031622534446
2021-06-01,893379,1,85.06,86900880770043566091622541641
2021-06-01,893418,0,37.76,88721830209287657171622544153
2021-06-01,893307,0,95.27,90010990155287749301622539546
2021-06-01,892997,0,107.79,18605493442768315311622498721
2021-06-01,894119,0,16.49,2059937241297440591622578366
2021-06-01,893111,0,160.12,21602238154071485391622531441
2021-06-01,893921,0,8.25,35781709413486733281622570837
2021-06-01,893228,0,40.5,55507569068054530281622536439
2021-06-01,894146,0,72.08,57692220025560032921622578446
2021-06-01,893432,0,65.93,7676871590911197521622545257
2021-06-01,894017,1,12.77,77003797620512640041622574571
2021-06-01,893132,0,127.29,81490499772489935611622532363
2021-06-01,893692,1,144.97,33633546559358405671622556986
2021-06-01,893285,1,36.61,59301693097956026181622538162
2021-06-01,894171,1,44.33,71030477149551523291622579367
2021-06-01,893196,1,69.88,76851583292354020781622535521
2021-06-01,893734,0,87.3,77658498383256054611622560023
2021-06-01,893542,0,63.81,79639960972251498481622551081
2021-06-01,893313,0,95.53,81154329907540327311622539837
2021-06-01,893811,0,58.52,25426799586478879181622562904
2021-06-01,893925,1,155.61,30354014415161525581622569274
2021-06-01,893391,1,19.34,47530233048766173051622541515
2021-06-01,893138,1,42.83,67884399131218331301622532290
2021-06-01,893868,0,20.29,71496494283658819681622567219
2021-06-01,893477,1,16.57,11104560307024760921622547263
2021-06-01,894091,0,67.58,122991455030220820421622574566
2021-06-01,893248,1,96.21,17192115698111080881622537566
2021-06-01,893665,0,47.19,22085268945183943771622556884
2021-06-01,894247,0,70.17,22245426428645776591622584381
2021-06-01,893181,0,61.94,36780780482209258931622534653
2021-06-01,893910,0,27.49,52037945270729944431622569442
2021-06-01,893877,1,101.93,12505684509894485581622565618
2021-06-01,893696,0,23.54,24998788915563250511622558398
2021-06-01,894179,0,36.64,31854552937567460961622572175
2021-06-01,893262,1,229.91,33462013167621634121622537657
2021-06-01,894208,1,17.56,44255275646172090051622579643
2021-06-01,893277,1,35.08,46393291897647865921622538559
2021-06-01,893151,0,52.13,55681320767426080721622531751
