model_id,model_name,color,color_name,size,new,forecast_stock,stock,price
TS001P3-FJ01_U,T-shirt de Sport Iconic,WH,White,L,1,50,50,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,BL,Black,S,1,40,40,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,MO,Moss,S,1,40,40,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,SA,Sand,S,1,40,40,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,WH,White,S,1,40,40,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,BL,Black,XL,1,30,30,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,MO,Moss,XL,1,30,30,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,SA,Sand,XL,1,30,30,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,WH,White,XL,1,30,30,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,BL,Black,XS,1,20,20,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,MO,Moss,XS,1,20,20,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,SA,Sand,XS,1,20,20,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,WH,White,XS,1,20,20,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,BL,Black,XXL,1,10,10,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,MO,Moss,XXL,1,10,10,28
TS001P3-FJ01_U,T-shirt de Sport Iconic,SA,Sand,XXL,1,10,10,28
TS001P3-FJ01-U,T-shirt de Sport Iconic,NA,Navy,XL,0,59,59,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,BU,Burgundy Red,S,0,39,39,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,NA,Navy,S,0,33,33,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,NA,Navy,L,0,33,33,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,LI,Lilac,L,0,24,24,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,NA,Navy,XXL,0,20,20,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,BU,Burgundy Red,L,0,19,19,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,LI,Lilac,S,0,16,16,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,LI,Lilac,XS,0,26,14,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,LI,Lilac,XL,0,14,14,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,LI,Lilac,XXL,0,14,14,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,BU,Burgundy Red,M,0,19,7,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,LI,Lilac,M,0,19,7,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,BU,Burgundy Red,XS,0,24,6,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,NA,Navy,XS,0,11,5,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,BU,Burgundy Red,XL,0,36,0,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,BU,Burgundy Red,XXL,0,0,0,20
TS001P3-FJ01-U,T-shirt de Sport Iconic,NA,Navy,M,0,0,0,20
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,BL,Black,M,0,150,150,24
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,MO,Moss,M,0,430,430,24
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,BL,Black,S,0,164,164,24
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,MO,Moss,S,0,210,96,24
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,MO,Moss,XL,0,72,72,24
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,BL,Black,L,0,125,59,24
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,MO,Moss,XS,0,30,30,24
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,MO,Moss,L,0,68,28,24
TS001P3-FJ01-W,T-shirt de Sport Femme Get Ready,BL,Black,XL,0,92,2,24
TS001P3-TT01-W,T-shirt de Sport Femme Get Ready,GG,Grey,S,0,44,44,24
TS001P3-TT01-W,T-shirt de Sport Femme Get Ready,GG,Grey,XL,0,30,30,24
TS001P3-TT01-W,T-shirt de Sport Femme Get Ready,GG,Grey,L,0,23,23,24
TS001P3-TT01-W,T-shirt de Sport Femme Get Ready,GG,Grey,XS,0,12,12,24
TS001P3-TT01-W,T-shirt de Sport Femme Get Ready,GG,Grey,M,0,0,0,24
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,BL,Black,XL,0,150,150,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,BL,Black,S,0,300,150,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,SA,Sand,M,0,153,153,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,LI,Lilac,S,0,71,71,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,SA,Sand,L,0,59,59,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,LI,Lilac,M,0,124,52,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,BL,Black,L,0,46,46,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,SA,Sand,S,0,40,40,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,LI,Lilac,L,0,33,33,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,LI,Lilac,XL,0,22,22,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,BL,Black,XS,0,20,20,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,SA,Sand,XS,0,19,19,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,LI,Lilac,XS,0,19,19,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,BL,Black,M,0,53,17,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,SA,Sand,XL,0,11,11,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,LI,Lilac,XXL,0,9,9,30
TS001P4-FJ01-U,T-shirt sport Iconic Manifesto,SA,Sand,XXL,0,-2,-2,30
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BU,Burgundy Red,L,1,40,40,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,LI,Lilac,S,1,40,40,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BL,Black,M,1,31,31,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BL,Black,L,1,30,30,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,SA,Sand,L,1,30,30,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BU,Burgundy Red,M,1,30,30,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,LI,Lilac,L,1,30,30,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BL,Black,S,1,28,28,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BL,Black,XL,1,20,20,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MO,Moss,L,1,20,20,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BU,Burgundy Red,S,1,15,15,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MO,Moss,M,1,12,12,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BU,Burgundy Red,XL,1,10,10,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BL,Black,XS,1,5,5,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,BU,Burgundy Red,XS,1,5,5,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MO,Moss,XS,1,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MO,Moss,S,1,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MO,Moss,XL,1,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,SA,Sand,XS,1,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,SA,Sand,S,1,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,SA,Sand,M,1,36,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,SA,Sand,XL,1,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MI,Minty Fresh,XS,0,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MI,Minty Fresh,S,0,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MI,Minty Fresh,M,0,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MI,Minty Fresh,L,0,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,MI,Minty Fresh,XL,0,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,LI,Lilac,XS,1,0,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,LI,Lilac,M,1,48,0,16
TSC001P3-FJ01-W,Crop-top sport Smooth Operator,LI,Lilac,XL,1,0,0,16
