date_date,paid_source,campaign_key,campaign_name,cost,impression,click
2021-06-07,Bing,FR - SHP - All Products,FR - SHP - All Products,165.0,124679.0,678.0
2021-06-20,Bing,FR - SHP - All Products,FR - SHP - All Products,173.0,98706.0,635.0
2021-06-29,Bing,FR - SHP - All Products,FR - SHP - All Products,181.0,105714.0,669.0
2021-09-23,Bing,FR - SHP - All Products,FR - SHP - All Products,181.0,110006.0,943.0
2021-09-03,Bing,FR - SHP - All Products,FR - SHP - All Products,189.0,97245.0,842.0
2021-07-11,Bing,FR - SHP - All Products,FR - SHP - All Products,197.0,76476.0,528.0
2021-07-19,Bing,FR - SHP - All Products,FR - SHP - All Products,71.0,68841.0,452.0
2021-07-17,Bing,FR - SHP - All Products,FR - SHP - All Products,87.0,59438.0,415.0
2021-07-14,Bing,FR - SHP - All Products,FR - SHP - All Products,111.0,68072.0,527.0
2021-06-05,Bing,FR - SHP - All Products,FR - SHP - All Products,115.0,93872.0,458.0
2021-07-25,Bing,FR - SHP - All Products,FR - SHP - All Products,123.0,81371.0,561.0
2021-08-29,Bing,FR - SHP - All Products,FR - SHP - All Products,123.0,80790.0,801.0
2021-06-09,Bing,FR - SHP - All Products,FR - SHP - All Products,127.0,131678.0,559.0
2021-06-18,Bing,FR - SHP - All Products,FR - SHP - All Products,150.0,105491.0,633.0
2021-07-28,Bing,FR - SHP - All Products,FR - SHP - All Products,158.0,104622.0,669.0
2021-06-08,Bing,FR - SHP - All Products,FR - SHP - All Products,158.0,131843.0,630.0
2021-08-26,Bing,FR - SHP - All Products,FR - SHP - All Products,158.0,92004.0,848.0
2021-08-05,Bing,FR - SHP - All Products,FR - SHP - All Products,174.0,99195.0,707.0
2021-09-12,Bing,FR - SHP - All Products,FR - SHP - All Products,174.0,97684.0,842.0
2021-06-02,Bing,FR - SHP - All Products,FR - SHP - All Products,206.0,144536.0,759.0
2021-09-16,Bing,FR - SHP - All Products,FR - SHP - All Products,254.0,132345.0,1084.0
2021-06-10,Bing,FR - SHP - All Products,FR - SHP - All Products,135.0,125274.0,592.0
2021-06-13,Bing,FR - SHP - All Products,FR - SHP - All Products,135.0,105465.0,530.0
2021-08-19,Bing,FR - SHP - All Products,FR - SHP - All Products,135.0,93195.0,774.0
2021-06-19,Bing,FR - SHP - All Products,FR - SHP - All Products,143.0,91905.0,560.0
2021-07-01,Bing,FR - SHP - All Products,FR - SHP - All Products,143.0,87512.0,563.0
2021-09-06,Bing,FR - SHP - All Products,FR - SHP - All Products,151.0,104487.0,890.0
2021-08-30,Bing,FR - SHP - All Products,FR - SHP - All Products,151.0,98505.0,927.0
2021-07-21,Bing,FR - SHP - All Products,FR - SHP - All Products,151.0,85026.0,603.0
2021-07-06,Bing,FR - SHP - All Products,FR - SHP - All Products,151.0,103725.0,635.0
2021-06-30,Bing,FR - SHP - All Products,FR - SHP - All Products,159.0,99633.0,626.0
2021-07-26,Bing,FR - SHP - All Products,FR - SHP - All Products,199.0,124296.0,719.0
2021-09-28,Bing,FR - SHP - All Products,FR - SHP - All Products,414.0,167781.0,1273.0
2021-07-31,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,16.0,864.0,227.0
2021-07-17,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,17.0,668.0,188.0
2021-08-14,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,17.0,830.0,229.0
2021-08-07,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,19.0,912.0,240.0
2021-07-09,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,20.0,1403.0,222.0
2021-06-12,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,20.0,863.0,242.0
2021-08-11,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,21.0,971.0,228.0
2021-07-24,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,21.0,854.0,250.0
2021-09-18,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,21.0,987.0,222.0
2021-08-15,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,21.0,946.0,261.0
2021-08-13,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,21.0,848.0,228.0
2021-06-25,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,21.0,1469.0,236.0
2021-08-08,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,22.0,978.0,266.0
2021-07-10,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,22.0,1127.0,230.0
2021-09-11,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,22.0,976.0,274.0
2021-08-20,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,22.0,921.0,233.0
2021-07-23,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,22.0,926.0,243.0
2021-07-16,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,23.0,897.0,249.0
2021-07-18,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,23.0,840.0,227.0
2021-06-19,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,23.0,1419.0,267.0
2021-07-30,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,23.0,1001.0,263.0
2021-08-12,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,24.0,931.0,255.0
2021-09-25,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,24.0,1020.0,248.0
2021-08-01,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,24.0,950.0,280.0
2021-06-26,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,24.0,1332.0,259.0
2021-06-20,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,25.0,1570.0,299.0
2021-06-13,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,25.0,1101.0,294.0
2021-07-28,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,25.0,966.0,277.0
2021-07-22,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,25.0,1052.0,305.0
2021-06-17,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1125.0,296.0
2021-07-11,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1227.0,284.0
2021-09-24,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1160.0,259.0
2021-07-25,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1038.0,298.0
2021-07-29,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,957.0,301.0
2021-07-02,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1793.0,272.0
2021-06-04,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1176.0,318.0
2021-07-20,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1077.0,299.0
2021-06-18,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1644.0,306.0
2021-08-28,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,26.0,1032.0,294.0
2021-08-21,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,27.0,951.0,291.0
2021-06-23,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,27.0,1795.0,334.0
2021-07-14,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,27.0,1283.0,296.0
