orders_id,shipping_fee,log_cost,ship_cost
846069,9.16,3.95,4
846064,0,3.95,2
846060,0.87,3.95,2
846047,0,3.95,2
846008,6.55,3.95,3
846002,6.54,3.95,4
845988,4.22,3.95,3
845986,8.2,3.95,3
845985,0,3.95,3
845978,0.94,3.95,3
845960,0,3.95,3
845954,3.25,3.95,4
845949,4.08,3.95,2
845947,6.09,3.95,4
845945,0,3.95,2
845944,5.75,3.95,4
845871,6.38,3.95,3
845844,0,3.95,4
845789,3.7,3.95,2
845771,3.65,3.95,3
845770,0.86,3.95,2
845766,6.09,3.95,3
845762,0,3.95,3
845758,0,3.95,3
845708,6.07,3.95,5
845691,0,3.95,4
845634,0,3.95,2
845631,6.42,3.95,3
845630,4.09,3.95,3
845620,4.64,3.95,3
845563,0.86,3.95,4
845553,4.08,3.95,4
845466,3.41,3.95,2
845417,0.83,3.95,3
845395,0,3.95,3
845381,9.23,3.95,4
845357,0,3.95,3
845341,5.73,3.95,2
845289,3.48,3.95,6
845267,0,3.95,3
845247,0.85,3.95,4
845234,0.83,3.95,3
845233,0.92,3.95,3
845200,0,3.95,3
845199,5.75,3.95,3
845170,0.83,3.95,3
845153,0,3.95,3
845149,6.09,3.95,2
845124,0,3.95,4
845120,0,3.95,3
845081,0,3.95,2
845055,0,3.95,3
845042,6.37,3.95,5
845015,0,3.95,5
845011,4.19,3.95,4
845010,0,3.95,2
844998,3.32,3.95,3
844975,3.69,3.95,3
844963,0,3.95,2
844951,0.83,3.95,4
844900,0.94,3.95,2
844885,0,3.95,3
844859,5.75,3.95,2
844856,0.83,3.95,3
844829,0,3.95,5
844822,9.38,3.95,2
844814,3.24,3.95,5
844811,0,3.95,5
844797,0.86,3.95,2
844786,3.37,3.95,3
844766,0.83,3.95,6
844764,5.75,3.95,3
844747,0,3.95,2
844741,4.28,3.95,4
844740,0,3.95,2
844723,4.64,3.95,4
844715,0,3.95,3
844714,0,3.95,3
844705,0,3.95,3
844703,0.84,3.95,4
844669,0,3.95,3
844654,0,3.95,4
844640,0,3.95,3
844583,0,3.95,3
844554,4.24,3.95,3
844536,0,3.95,3
844512,0.84,3.95,6
844420,0,3.95,3
844385,0,3.95,4
844365,0,3.95,3
844350,0,3.95,3
844345,0.94,3.95,4
844342,0,3.95,3
844315,0.84,3.95,5
844300,0.84,3.95,4
844275,5.76,3.95,3
844272,0.93,3.95,3
844270,0,3.95,4
844242,0.94,3.95,3
844239,0,3.95,2
844185,0,3.95,5
844182,4.51,3.95,2
844169,0,3.95,4
844145,6.55,3.95,4
844134,0.86,3.95,4
844112,6.54,3.95,3
844107,4.57,3.95,4
844085,3.38,3.95,3
844052,0.88,3.95,3
844041,4.13,3.95,3
844036,0,3.95,3
844030,0,3.95,4
844027,0,3.95,4
844025,0,3.95,4
844010,5.75,3.95,2
844009,3.25,3.95,3
843991,0.91,3.95,3
843980,4.21,3.95,3
843979,6.54,3.95,3
843978,5.86,3.95,4
843969,0.83,3.95,3
843921,3.33,3.95,3
843907,0,3.95,2
843870,0,3.95,5
843810,12.21,3.95,2
843786,0,3.95,4
843785,0.87,3.95,4
843767,6.27,3.95,3
843744,3.55,3.95,3
843740,0,3.95,2
843718,0.83,3.95,4
843712,6.25,3.95,4
843702,0.83,3.95,3
843700,6.2,3.95,3
843698,0.86,3.95,4
843686,9.4,3.95,3
843684,0,3.95,3
843655,9.39,3.95,3
843635,9.38,3.95,2
843623,0,3.95,5
843613,0,3.95,4
843562,4.49,3.95,4
843557,3.3,3.95,3
843551,5.99,3.95,3
843548,0,3.95,4
843543,8.25,3.95,4
843539,9.38,3.95,3
843531,0,3.95,3
843529,0,3.95,2
843528,8.25,3.95,2
843523,3.3,3.95,4
843516,0,3.95,4
843501,4.07,3.95,4
843477,5.76,3.95,5
843463,6.41,3.95,3
843460,3.37,3.95,4
843432,6.54,3.95,3
843419,0.86,3.95,4
843409,0,3.95,4
843405,0,3.95,3
843374,5.74,3.95,2
843332,8.24,3.95,4
843314,0,3.95,3
843284,0,3.95,3
843283,0,3.95,3
843254,0,3.95,4
843246,0,3.95,3
843237,4.64,3.95,3
843220,5.89,3.95,3
843208,9.38,3.95,3
843191,5.76,3.95,2
843176,0,3.95,4
843168,0.85,3.95,3
843159,0,3.95,3
843157,6.54,3.95,4
843151,0,3.95,3
843139,4.44,3.95,3
843135,3.32,3.95,4
843122,0,3.95,4
843067,6.37,3.95,4
843039,6.4,3.95,2
843026,0,3.95,2
843021,5.75,3.95,3
843016,0.86,3.95,4
843014,0.83,3.95,4
843008,0,3.95,2
842982,4.56,3.95,5
842949,4.48,3.95,4
842934,0,3.95,3
842907,0,3.95,2
842906,5.75,3.95,2
842885,6.34,3.95,5
842851,0,3.95,3
842813,0.87,3.95,4
842788,6.54,3.95,3
842786,3.4,3.95,3
842774,0,3.95,5
842760,0.94,3.95,4
842700,0,3.95,3
842698,6.53,3.95,4
842679,0,3.95,4
842677,0,3.95,3
842676,0.83,3.95,3
842615,4.32,3.95,2
842579,9.38,3.95,2
842557,0,3.95,3
842506,0,3.95,3
842458,6.54,3.95,3
842431,0.83,3.95,3
842426,0,3.95,3
842407,5.82,3.95,4
842405,5.96,3.95,3
842396,0.95,3.95,4
842393,4.25,3.95,3
842384,12.23,3.95,3
842379,3.27,3.95,3
842375,4.28,3.95,5
842372,0,3.95,2
842356,0,3.95,2
842327,3.25,3.95,4
842323,0,3.95,5
842313,0.94,3.95,4
842307,0.83,3.95,3
842291,9.22,3.95,3
842288,0,3.95,3
842264,5.76,3.95,3
842232,6.3,3.95,2
842225,8.96,3.95,2
842180,4.65,3.95,4
842147,6.24,3.95,3
842130,4.59,3.95,4
842128,0.83,3.95,3
842126,6.14,3.95,4
842122,0.87,3.95,3
842097,6.55,3.95,3
842067,6.54,3.95,2
842056,3.3,3.95,2
842046,4.09,3.95,5
842029,0.95,3.95,3
842025,0,3.95,3
842023,5.08,3.95,2
841994,3.25,3.95,4
841991,0,3.95,2
841965,3.31,3.95,3
841930,0,3.95,3
841884,0,3.95,3
841870,6.02,3.95,4
841843,0.85,3.95,3
841831,0.84,3.95,3
841825,0.92,3.95,6
841821,0,3.95,3
841809,0.85,3.95,3
841763,0,3.95,3
841735,3.38,3.95,4
841717,3.48,3.95,3
841700,0,3.95,2
841695,0.95,3.95,2
841689,0.86,3.95,4
841685,0.83,3.95,3
841656,6.42,3.95,4
841620,0,3.95,3
841608,0.85,3.95,4
841604,0,3.95,4
841599,6.54,3.95,3
841575,0,3.95,4
841567,0,3.95,2
841564,4.65,3.95,4
841553,4.59,3.95,4
841522,4.08,3.95,3
841520,5.75,3.95,4
841504,5.75,3.95,2
841479,4.4,3.95,3
841467,0,3.95,3
841457,0.85,3.95,5
841430,0,3.95,2
841392,0,3.95,4
841360,5.83,3.95,4
841356,9.38,3.95,3
841352,0,3.95,3
841349,6.13,3.95,4
841336,0,3.95,2
841322,0.84,3.95,5
841301,0.83,3.95,3
841263,3.45,3.95,3
841250,0.95,3.95,2
841249,6.4,3.95,4
841233,0.83,3.95,3
841225,5.76,3.95,4
841210,4.13,3.95,2
841204,3.25,3.95,3
841197,0,3.95,2
841149,3.25,3.95,2
841145,0,3.95,4
841138,5.74,3.95,2
841079,3.36,3.95,4
841063,9.38,3.95,2
841049,0.84,3.95,4
840994,5.75,3.95,2
840981,3.7,3.95,2
840941,3.28,3.95,4
840928,0.95,3.95,3
840924,0.85,3.95,5
840915,5.75,3.95,2
840905,0.96,3.95,4
840886,0,3.95,3
840875,6.54,3.95,4
840834,0.87,3.95,4
840814,0.83,3.95,4
840782,0,3.95,3
840772,0.86,3.95,4
840715,6.21,3.95,4
840704,0.9,3.95,4
840693,9.28,3.95,3
840681,0,3.95,3
840664,0.84,3.95,3
840632,0.94,3.95,4
840630,0.83,3.95,3
840615,0,3.95,3
840600,0,3.95,3
840599,0,3.95,3
840588,0,3.95,3
840585,4.41,3.95,4
840576,0,3.95,3
840569,6.55,3.95,4
840558,0.82,3.95,5
840555,6.26,3.95,4
840516,0,3.95,2
840513,6.37,3.95,6
840510,0.83,3.95,4
840437,0,3.95,3
840430,4.15,3.95,3
840419,0,3.95,2
840417,5.95,3.95,3
840411,6.53,3.95,4
840408,6.16,3.95,2
840379,4.08,3.95,3
840304,5.75,3.95,2
840294,9.38,3.95,3
840291,0,3.95,4
840264,0.83,3.95,3
840239,6.48,3.95,3
840238,0.86,3.95,5
840237,0,3.95,3
840228,0.83,3.95,3
840199,0.83,3.95,2
840101,0,3.95,4
840097,3.25,3.95,5
840087,6.54,3.95,3
840075,4.55,3.95,3
840017,4.12,3.95,4
839999,6.1,3.95,3
839976,0.84,3.95,3
839958,0.83,3.95,3
839879,6.09,3.95,2
839862,6.48,3.95,2
839855,6.33,3.95,2
839849,3.48,3.95,4
839837,3.25,3.95,4
839827,0,3.95,4
839789,4.08,3.95,4
839754,3.25,3.95,3
839738,4.64,3.95,3
839737,0,3.95,4
839734,0.84,3.95,2
839729,0.83,3.95,4
839702,6.05,3.95,3
839675,3.25,3.95,3
839670,3.25,3.95,3
839667,0,3.95,5
839666,5.83,3.95,3
839647,0,3.95,4
839611,4.64,3.95,3
839607,0,3.95,2
839600,0.84,3.95,6
839569,0,3.95,3
839545,5.83,3.95,3
839530,5.75,3.95,2
839524,0.83,3.95,2
839519,6.54,3.95,3
839501,0.95,3.95,3
839491,0.91,3.95,3
839470,3.25,3.95,2
839461,0,3.95,2
839451,6.54,3.95,3
839434,0.93,3.95,3
839406,9.39,3.95,4
839399,4.11,3.95,3
839364,4.17,3.95,3
839351,5.89,3.95,4
839325,0.92,3.95,4
839292,0.89,3.95,4
839291,0.86,3.95,4
839247,0.83,3.95,3
839235,0,3.95,2
839234,4.53,3.95,3
839203,0.84,3.95,3
839195,0,3.95,4
839188,5.92,3.95,2
839134,5.75,3.95,2
839124,0.92,3.95,2
839109,4.08,3.95,2
839099,6.06,3.95,3
839052,0,3.95,4
839041,0.83,3.95,2
838999,5.92,3.95,4
838994,0,3.95,2
838987,0,3.95,3
838963,6.29,3.95,3
838958,8.19,3.95,4
838957,6.55,3.95,3
838880,0,3.95,4
838870,4.4,3.95,3
838841,5.87,3.95,3
838821,0,3.95,3
838812,0.82,3.95,3
838791,6.08,3.95,3
838780,0,3.95,3
838747,0,3.95,3
838733,4.23,3.95,3
838712,4.17,3.95,4
838631,0.83,3.95,3
838626,0,3.95,4
838623,3.42,3.95,4
838622,0.9,3.95,5
838621,5.75,3.95,2
838615,0,3.95,2
838611,0,3.95,4
838606,0,3.95,4
838603,6.28,3.95,4
838600,0,3.95,2
838565,0.91,3.95,2
838560,4.07,3.95,2
838543,0.84,3.95,3
838505,0,3.95,2
838491,4.08,3.95,2
838443,0,3.95,2
838422,0.87,3.95,4
838412,5.75,3.95,2
838391,3.26,3.95,2
838373,0,3.95,3
838372,6,3.95,3
838367,4.35,3.95,3
838268,4.08,3.95,2
838239,6.28,3.95,4
838215,4.34,3.95,2
838208,4.12,3.95,3
838190,6.25,3.95,3
838166,4.08,3.95,2
838151,0,3.95,4
838117,0.83,3.95,4
838103,6.32,3.95,3
838102,0,3.95,2
838071,9.07,3.95,3
838058,4.36,3.95,3
838029,5.96,3.95,4
837987,0.91,3.95,3
837966,0.89,3.95,4
837954,0,3.95,3
837944,9.38,3.95,2
837926,3.25,3.95,3
837925,4.08,3.95,2
837920,3.32,3.95,3
837876,0,3.95,5
837862,5.76,3.95,3
837836,0,3.95,2
837804,0,3.95,4
837727,6.55,3.95,4
837708,0.95,3.95,3
837676,0.83,3.95,2
837669,0,3.95,2
837614,5.22,3.95,4
837606,0.92,3.95,4
837590,0,3.95,3
837589,6.12,3.95,3
837580,0.83,3.95,3
837565,6.54,3.95,3
837557,5.74,3.95,2
837530,4.92,3.95,4
837514,4.08,3.95,2
837510,0.84,3.95,4
837506,6.54,3.95,3
837492,0,3.95,4
837488,0,3.95,4
837485,0.83,3.95,3
837460,3.68,3.95,5
837459,8.19,3.95,3
837455,0,3.95,4
837428,0,3.95,4
837400,0.87,3.95,3
837362,0,3.95,3
837354,0,3.95,2
837350,4.41,3.95,3
837345,4.64,3.95,2
837340,0,3.95,3
837327,0,3.95,3
837313,11.98,3.95,2
837302,0,3.95,3
837248,0,3.95,2
837225,6.54,3.95,6
837186,4.09,3.95,2
837181,0,3.95,3
837162,0,3.95,4
837132,4.08,3.95,3
837128,6.53,3.95,3
837106,6.23,3.95,4
837075,5.91,3.95,4
837071,0.86,3.95,4
837043,3.25,3.95,3
837010,0,3.95,2
837004,0,3.95,2
836997,4.08,3.95,2
836979,0.86,3.95,4
836916,0,3.95,3
836902,4.09,3.95,2
836819,0.83,3.95,2
836792,3.25,3.95,5
836771,9.38,3.95,3
836752,4.93,3.95,3
836702,3.56,3.95,4
836662,0.94,3.95,3
836659,0.83,3.95,3
836613,3.46,3.95,4
836600,0,3.95,3
836572,0,3.95,4
836523,0,3.95,3
836520,5.9,3.95,5
836513,5.75,3.95,4
836505,0.83,3.95,3
836496,4.29,3.95,3
836486,4.2,3.95,3
836473,0.83,3.95,4
836471,0.84,3.95,4
836465,5.85,3.95,3
836464,0.95,3.95,2
836452,9.38,3.95,2
836419,4.65,3.95,3
836385,0.92,3.95,3
836360,0.83,3.95,2
836332,0,3.95,4
836314,9.2,3.95,2
836311,0,3.95,4
836303,0.88,3.95,3
836296,0.82,3.95,3
836272,0.84,3.95,4
836231,6.39,3.95,4
836189,4.09,3.95,3
836177,5.75,3.95,2
836140,5.85,3.95,3
836133,0,3.95,3
836082,0,3.95,2
836061,9.39,3.95,3
836053,0.92,3.95,5
836047,6.55,3.95,3
836045,4.17,3.95,4
836023,0,3.95,2
836009,3.69,3.95,4
835983,6.54,3.95,4
835967,6.54,3.95,2
835920,4.22,3.95,2
835914,6.25,3.95,4
835897,0,3.95,3
835839,0.83,3.95,4
835828,0,3.95,5
835804,3.28,3.95,3
835788,5.75,3.95,2
835733,3.25,3.95,2
835716,6.53,3.95,4
835713,6.33,3.95,3
835697,6.16,3.95,3
835694,0.83,3.95,3
835683,0,3.95,2
835609,11.97,3.95,3
835604,0,3.95,3
835589,9.38,3.95,2
835576,6.54,3.95,2
835540,3.29,3.95,3
835524,4.61,3.95,4
835522,3.69,3.95,3
835481,3.42,3.95,3
835478,4.1,3.95,4
835465,0,3.95,4
835463,4.43,3.95,3
835461,9.05,3.95,3
835435,4.65,3.95,4
835425,0.89,3.95,4
835405,0.83,3.95,3
835392,6.41,3.95,3
835380,5.75,3.95,3
835362,5.92,3.95,3
835340,10.76,3.95,4
835338,4.28,3.95,4
835327,3.35,3.95,6
835312,5.82,3.95,4
835304,12.23,3.95,4
835281,0,3.95,4
835276,0.83,3.95,3
835271,0,3.95,2
835267,4.08,3.95,2
835261,0,3.95,3
835239,4.25,3.95,4
835235,0,3.95,3
835190,4.08,3.95,4
835189,4.14,3.95,4
835186,0.83,3.95,2
835185,0,3.95,4
835171,5.98,3.95,4
835162,3.24,3.95,4
835117,0.83,3.95,3
835112,0,3.95,3
835005,0.89,3.95,4
834968,8.7,3.95,3
834962,0,3.95,4
834958,0.91,3.95,4
834929,3.25,3.95,2
834916,5.75,3.95,4
834910,0,3.95,3
834898,6.55,3.95,3
834881,5.13,3.95,4
834871,0,3.95,3
834859,4.38,3.95,2
834848,0.95,3.95,3
834821,0,3.95,4
834796,0,3.95,2
834793,0.83,3.95,3
834765,5.01,3.95,4
834754,0,3.95,4
834741,0,3.95,2
834710,3.25,3.95,3
834680,3.32,3.95,6
834659,0.83,3.95,2
834658,0.83,3.95,3
834622,0.92,3.95,3
834570,2.42,3.95,5
834566,3.36,3.95,5
834557,6.26,3.95,2
834542,0,3.95,5
834514,0.89,3.95,3
834506,8.26,3.95,2
834483,6.43,3.95,3
834482,12.22,3.95,4
834480,0,3.95,4
834463,0.84,3.95,3
834457,4.08,3.95,2
834424,0.86,3.95,4
834423,0,3.95,3
834393,0,3.95,4
834359,0,3.95,3
834354,9.14,3.95,3
834349,11.98,3.95,2
834322,0.83,3.95,3
834316,0.89,3.95,3
834315,0.86,3.95,5
834311,5.95,3.95,2
834301,0.85,3.95,3
834290,0,3.95,3
834251,0,3.95,2
834241,0.95,3.95,2
834224,0,3.95,3
834136,9.38,3.95,4
834129,6.55,3.95,3
834057,0.83,3.95,4
834034,0,3.95,2
834017,4.08,3.95,2
833992,3.25,3.95,2
833980,0,3.95,3
833978,0,3.95,4
833975,0,3.95,4
833955,0,3.95,4
833919,3.31,3.95,5
833901,5.73,3.95,2
833896,6.27,3.95,4
833836,6.46,3.95,3
833834,3.26,3.95,2
833815,0.83,3.95,4
833814,12.22,3.95,3
833772,4.08,3.95,3
833752,0.95,3.95,2
833714,0,3.95,4
833691,0,3.95,2
833680,0,3.95,2
833677,5.93,3.95,3
833549,0,3.95,3
833540,3.61,3.95,3
833534,0,3.95,4
833509,6.54,3.95,2
833507,0.85,3.95,4
833506,5.84,3.95,4
833502,0.95,3.95,3
833494,5.75,3.95,2
833486,5.86,3.95,3
833485,0,3.95,4
833476,0,3.95,5
833461,0.86,3.95,4
833412,6.55,3.95,4
833389,0.95,3.95,4
833367,6.16,3.95,5
833365,3.69,3.95,2
833364,4.35,3.95,4
833356,9.38,3.95,2
833344,0,3.95,3
833305,0.92,3.95,3
833298,4.5,3.95,4
833297,6.53,3.95,3
833293,0,3.95,3
833271,5.29,3.95,2
833261,8.74,3.95,2
833258,0,3.95,3
833239,0.84,3.95,4
833234,0,3.95,3
833228,0,3.95,2
833225,4.11,3.95,4
833214,5.73,3.95,2
833204,0,3.95,3
833188,0,3.95,4
833125,0,3.95,2
833085,0,3.95,2
833061,4.65,3.95,2
833045,4.64,3.95,2
833034,0.83,3.95,2
833028,0,3.95,3
833015,8.77,3.95,3
833007,3.67,3.95,3
833000,3.31,3.95,3
832994,4.15,3.95,3
832982,9.38,3.95,2
832911,5.92,3.95,4
832910,11.98,3.95,2
832857,0,3.95,2
832850,6.46,3.95,4
832753,4.25,3.95,3
832729,0.83,3.95,2
832694,0.86,3.95,3
832613,0,3.95,3
832563,0.84,3.95,2
832548,5.87,3.95,2
832520,0.9,3.95,3
832511,4.53,3.95,4
832486,6.04,3.95,3
832476,6.34,3.95,3
832463,0.93,3.95,3
832453,0,3.95,4
832438,0.83,3.95,3
832436,0.83,3.95,3
832432,6.54,3.95,3
832422,8.67,3.95,3
832399,0,3.95,3
832362,3.25,3.95,2
832349,4.09,3.95,3
832344,6.4,3.95,3
832331,4.64,3.95,4
832308,5.76,3.95,2
832305,0,3.95,3
832301,0.95,3.95,2
832296,4.13,3.95,3
832262,0,3.95,4
832239,0,3.95,3
832231,4.59,3.95,3
832214,6.06,3.95,2
832194,0.84,3.95,3
832161,5.75,3.95,2
832135,5.75,3.95,2
832128,0.93,3.95,6
832110,0,3.95,2
832098,6.54,3.95,2
832063,0.93,3.95,3
832035,0.89,3.95,3
832011,0,3.95,4
831988,3.25,3.95,2
831962,0.83,3.95,3
831944,3.7,3.95,3
831931,0,3.95,4
831909,4.59,3.95,4
831876,0.94,3.95,2
831761,0,3.95,2
831740,0,3.95,3
831733,6.55,3.95,3
831707,0.83,3.95,3
831692,6.26,3.95,3
831674,6.54,3.95,4
831651,3.69,3.95,4
831648,9.39,3.95,4
831631,9.39,3.95,3
831613,3.71,3.95,3
831600,0.84,3.95,3
831574,0,3.95,4
831566,0.95,3.95,3
831511,6.17,3.95,2
831509,4.09,3.95,3
831471,6.38,3.95,3
831464,6.09,3.95,3
831415,6.54,3.95,4
831412,0.85,3.95,3
831380,4.66,3.95,3
831368,0,3.95,2
831341,0,3.95,3
831331,3.24,3.95,4
831326,9.39,3.95,4
831312,0.86,3.95,4
831309,9.38,3.95,2
831306,4.44,3.95,3
831250,4.08,3.95,2
831211,4.92,3.95,3
831200,6.53,3.95,4
831159,9.38,3.95,4
831130,6.5,3.95,3
831105,3.25,3.95,4
831059,0,3.95,2
831037,5.75,3.95,2
831026,0.88,3.95,4
831024,3.25,3.95,2
830983,5.97,3.95,4
830971,4.09,3.95,3
830967,0.83,3.95,4
830947,5.75,3.95,4
830926,0.85,3.95,3
830886,8.52,3.95,2
830878,0,3.95,4
830855,3.3,3.95,4
830844,0.84,3.95,3
830837,0.83,3.95,3
830802,3.69,3.95,5
830798,6.54,3.95,3
830753,3.61,3.95,3
830735,5.74,3.95,3
830734,6.82,3.95,5
830718,2.53,3.95,3
830691,6.54,3.95,2
830678,5.75,3.95,3
830642,0,3.95,3
830589,0,3.95,3
830557,6.52,3.95,3
830547,3.36,3.95,4
830521,0,3.95,3
830496,4.64,3.95,4
830490,0.93,3.95,4
830485,4.14,3.95,5
830482,4.64,3.95,4
830475,0.88,3.95,3
830468,0,3.95,3
830461,5.75,3.95,2
830431,0.83,3.95,3
830330,0.86,3.95,6
830299,4.09,3.95,3
830296,8.18,3.95,3
830291,0,3.95,5
830290,0.85,3.95,4
830268,6.54,3.95,5
830258,4.1,3.95,4
830248,6.53,3.95,3
830246,0.83,3.95,3
830099,0,3.95,3
830090,6.55,3.95,3
830073,9.39,3.95,4
830058,0.89,3.95,3
830033,6.15,3.95,2
830028,6.55,3.95,2
829970,0.92,3.95,2
829893,6.54,3.95,5
829845,9.38,3.95,2
829820,6.04,3.95,3
829807,3.32,3.95,4
829791,5.85,3.95,4
829781,4.32,3.95,4
829766,0.89,3.95,4
829755,0.83,3.95,4
829731,6.53,3.95,2
829710,8.38,3.95,2
829709,6.54,3.95,3
829678,0.85,3.95,3
829669,0.85,3.95,3
829667,0.88,3.95,4
829661,0,3.95,6
829633,3.26,3.95,3
829628,0.85,3.95,3
829613,5.75,3.95,2
829606,3.33,3.95,3
829601,6.36,3.95,2
829592,3.48,3.95,4
829587,0.83,3.95,3
829577,0,3.95,4
829551,0.83,3.95,3
829543,0.84,3.95,3
829533,6.01,3.95,4
829523,0.83,3.95,3
829499,6.55,3.95,5
829496,0.83,3.95,3
829488,3.24,3.95,3
829469,0,3.95,2
829450,0.94,3.95,5
829441,0.83,3.95,3
829440,0.85,3.95,3
829435,0.83,3.95,3
829416,0.82,3.95,5
829413,0.95,3.95,4
829408,3.37,3.95,3
829402,0.83,3.95,3
829374,6.17,3.95,4
829344,5.76,3.95,3
829343,0.92,3.95,4
829315,0.93,3.95,4
829294,0.93,3.95,2
829259,4.08,3.95,3
829257,0.83,3.95,3
829254,9.2,3.95,2
829251,5.75,3.95,2
829231,3.25,3.95,2
829199,0.83,3.95,3
829155,0,3.95,4
829139,5.86,3.95,3
829128,0.84,3.95,3
829049,8.58,3.95,2
829005,6.55,3.95,4
828983,0.83,3.95,3
828973,6.59,3.95,2
828943,11.39,3.95,3
828927,0.83,3.95,4
828912,9.39,3.95,3
828901,0,3.95,4
828900,0.83,3.95,3
828883,0.83,3.95,3
828878,4.14,3.95,3
828841,0,3.95,3
828839,5.8,3.95,3
828826,4.39,3.95,4
828820,3.6,3.95,4
828815,4.63,3.95,4
828809,0.81,3.95,3
828798,0.89,3.95,5
828772,5.92,3.95,3
828758,3.25,3.95,4
828753,0.85,3.95,4
828712,8.25,3.95,5
828696,0,3.95,3
828669,0.83,3.95,2
828665,3.25,3.95,3
828653,5.76,3.95,4
828595,0.83,3.95,3
828493,0.83,3.95,3
828471,0.83,3.95,3
828459,0.83,3.95,3
828453,5.75,3.95,2
828436,0.83,3.95,3
828409,6.04,3.95,4
828406,0,3.95,3
828404,0.83,3.95,3
828369,0.83,3.95,2
828332,5.85,3.95,3
828327,0.87,3.95,2
828313,0.94,3.95,4
828297,6.54,3.95,3
828293,5.85,3.95,3
828279,0,3.95,4
828273,0,3.95,5
828262,5.79,3.95,2
828246,3.24,3.95,4
828210,3.32,3.95,3
828201,4.59,3.95,3
828166,0.84,3.95,3
828165,8.93,3.95,3
828159,0,3.95,3
828150,0,3.95,4
828136,9.01,3.95,2
828102,0.84,3.95,3
828088,6.55,3.95,4
828084,7.42,3.95,3
828060,5.75,3.95,2
828046,0,3.95,3
828017,5.8,3.95,3
827974,0.83,3.95,3
827932,0.92,3.95,5
827930,3.25,3.95,5
827929,5.97,3.95,3
827913,9.39,3.95,3
827905,9.38,3.95,5
827892,4.09,3.95,4
827869,6.05,3.95,4
827867,6.21,3.95,3
827846,6.55,3.95,3
827824,0.95,3.95,3
827777,0.84,3.95,4
827776,0,3.95,3
827761,0,3.95,2
827744,3.31,3.95,3
827738,0.84,3.95,3
827736,0,3.95,2
827712,0,3.95,2
827710,0,3.95,3
827689,0,3.95,3
827675,0,3.95,2
827674,4.25,3.95,4
827619,0,3.95,3
827606,0.83,3.95,3
827603,0.91,3.95,4
827602,0.83,3.95,3
827590,3.25,3.95,3
827551,0,3.95,3
827528,0,3.95,4
827522,3.25,3.95,4
827516,0.94,3.95,2
827507,0.85,3.95,3
827494,0.83,3.95,3
827462,4.08,3.95,3
827453,5.75,3.95,4
827443,0,3.95,3
827428,5.85,3.95,3
827395,0.83,3.95,3
827386,3.34,3.95,3
827292,0.84,3.95,3
827288,0.89,3.95,3
827287,6.45,3.95,3
827260,0,3.95,4
827230,4.64,3.95,5
827221,6.54,3.95,3
827171,0.93,3.95,3
827167,4.29,3.95,4
827164,0.85,3.95,3
827153,0.83,3.95,4
827121,0.9,3.95,4
827118,5.92,3.95,2
827070,0,3.95,2
827045,0.83,3.95,3
827043,0,3.95,3
827041,0.87,3.95,2
827001,3.25,3.95,3
827000,0,3.95,5
826986,0.89,3.95,4
826971,6.54,3.95,5
826964,0,3.95,3
826952,0,3.95,2
826946,3.34,3.95,3
826929,6.36,3.95,2
826922,3.57,3.95,4
826920,0.84,3.95,4
826907,0.83,3.95,3
826902,0.83,3.95,3
826900,6.13,3.95,3
826885,3.25,3.95,3
826836,4.23,3.95,5
826807,6.53,3.95,4
826785,0.93,3.95,5
826779,0,3.95,2
826765,4.22,3.95,3
826752,0,3.95,2
826733,0,3.95,2
826702,4.11,3.95,4
826672,6.53,3.95,3
826666,4.53,3.95,3
826648,0,3.95,5
826645,0,3.95,4
826526,3.25,3.95,2
826522,4.08,3.95,3
826503,0.83,3.95,3
826464,6.53,3.95,3
826447,3.32,3.95,4
826442,4.08,3.95,4
826424,0.83,3.95,3
826423,0,3.95,2
826402,0.83,3.95,3
826386,3.56,3.95,3
826348,0.83,3.95,3
826295,4.08,3.95,2
826273,0,3.95,2
826264,0.83,3.95,3
826209,0,3.95,3
826200,0.83,3.95,3
826197,3.25,3.95,3
826180,5.44,3.95,3
826176,0.83,3.95,3
826162,0,3.95,3
826152,4.08,3.95,2
826118,6.11,3.95,3
826099,4.38,3.95,4
826097,4.57,3.95,4
826087,4.2,3.95,3
826061,0,3.95,3
825987,3.42,3.95,5
825976,0,3.95,3
825952,0.83,3.95,3
825951,0,3.95,3
825942,5.76,3.95,3
825906,0.83,3.95,3
825897,6.54,3.95,4
825893,0,3.95,2
825859,0.83,3.95,3
825851,0.83,3.95,3
825824,9.39,3.95,3
825777,0.83,3.95,3
825750,0.83,3.95,3
825741,5.75,3.95,3
825739,4.18,3.95,3
825728,0.83,3.95,3
825722,5.75,3.95,3
825721,0.83,3.95,3
825704,4.08,3.95,3
825695,0,3.95,4
825679,4.64,3.95,2
825677,0,3.95,2
825656,8.24,3.95,2
825607,0.83,3.95,3
825598,0.83,3.95,3
825586,0.95,3.95,2
825578,0.83,3.95,3
825548,0.83,3.95,3
825539,8.25,3.95,4
825494,3.69,3.95,4
825485,9.38,3.95,3
825473,3.29,3.95,3
825441,0.83,3.95,2
825420,0.85,3.95,3
1002485,3.37,4.1,4
1002405,5.75,4.1,4
1002361,0.84,4.1,3
1002356,0,4.1,4
1002352,0,4.1,4
1002341,0.85,4.1,5
1002328,5.75,4.1,3
1002305,3.28,4.1,4
1002290,0,4.1,4
1002282,0.83,4.1,3
