date_date,orders_id,products_id,turnover,qty
2021-04-01,825465,109582,3.54,1
2021-04-01,825465,118224,4.27,1
2021-04-01,825465,120781,4.61,1
2021-04-01,825465,121980,4.68,1
2021-04-01,825465,122549,8.0,1
2021-04-01,825465,122552,8.0,1
2021-04-01,825466,121068,10.77,1
2021-04-01,825466,121591,20.19,3
2021-04-01,825467,41994,3.14,1
2021-04-01,825467,42002,3.2,1
2021-04-01,825467,46925,3.14,1
2021-04-01,825467,48476,7.98,2
2021-04-01,825467,70402,7.98,2
2021-04-01,825467,70512,15.74,1
2021-04-01,825467,86119,3.14,1
2021-04-01,825467,102190,5.92,2
2021-04-01,825467,103454,3.97,1
2021-04-01,825467,103456,4.28,1
2021-04-01,825467,103590,86.83,8
2021-04-01,825467,111154,6.87,1
2021-04-01,825467,119119,5.13,1
2021-04-01,825467,120261,5.92,2
2021-04-01,825468,44718,2.32,1
2021-04-01,825468,46914,8.99,1
2021-04-01,825468,76035,3.13,1
2021-04-01,825468,76421,18.81,3
2021-04-01,825468,78409,2.93,1
2021-04-01,825468,78412,2.93,1
2021-04-01,825468,81173,5.93,2
2021-04-01,825468,81178,6.22,2
2021-04-01,825468,81190,3.11,1
2021-04-01,825468,81191,3.11,1
2021-04-01,825468,81198,3.11,1
2021-04-01,825468,81200,3.11,1
2021-04-01,825468,86852,3.42,1
2021-04-01,825468,87242,10.48,2
2021-04-01,825468,89633,1.96,1
2021-04-01,825468,90848,16.72,2
2021-04-01,825468,90903,13.87,1
2021-04-01,825468,90931,1.81,1
2021-04-01,825469,26652,50.59,4
2021-04-01,825469,101317,25.34,3
2021-04-01,825470,45874,5.37,2
2021-04-01,825470,46039,3.28,1
2021-04-01,825470,47386,2.76,1
2021-04-01,825470,47389,2.76,1
2021-04-01,825470,68342,1.93,1
2021-04-01,825470,69225,8.53,2
2021-04-01,825470,69226,7.41,2
2021-04-01,825470,69338,2.44,1
2021-04-01,825470,71903,3.12,1
2021-04-01,825470,71904,2.35,1
2021-04-01,825470,76595,2.86,1
2021-04-01,825470,77492,3.23,1
2021-04-01,825470,77860,1.64,1
2021-04-01,825470,79107,3.33,1
2021-04-01,825470,80412,2.13,2
2021-04-01,825470,80673,3.44,1
2021-04-01,825470,83083,1.66,1
2021-04-01,825470,84167,4.59,2
2021-04-01,825470,86980,2.53,1
2021-04-01,825470,90008,3.66,1
2021-04-01,825470,90637,2.32,1
2021-04-01,825470,109572,5.7,1
2021-04-01,825470,111608,8.22,6
2021-04-01,825470,117783,1.69,1
2021-04-01,825471,103589,130.25,12
2021-04-01,825472,1279,2.81,1
2021-04-01,825472,26310,3.72,1
2021-04-01,825472,68364,3.35,2
2021-04-01,825472,76636,3.59,1
2021-04-01,825472,77319,11.89,1
2021-04-01,825472,77411,1.46,1
2021-04-01,825472,81835,4.6,1
2021-04-01,825472,87429,3.48,1
2021-04-01,825472,90675,2.46,1
2021-04-01,825472,96001,2.36,1
2021-04-01,825472,96002,2.4,1
2021-04-01,825472,96067,6.39,1
2021-04-01,825472,107211,2.03,1
2021-04-01,825472,108855,4.13,1
2021-04-01,825472,109540,1.45,1
2021-04-01,825472,110566,1.83,1
2021-04-01,825472,111061,2.76,1
2021-04-01,825472,111090,2.75,1
2021-04-01,825472,116883,2.39,1
2021-04-01,825472,116885,2.39,1
2021-04-01,825472,116888,4.04,2
2021-04-01,825472,117159,2.12,1
2021-04-01,825472,120194,7.9,1
2021-04-01,825472,120196,7.9,1
2021-04-01,825473,43810,8.86,2
2021-04-01,825473,102305,98.23,6
2021-04-01,825474,5694,2.21,1
2021-04-01,825474,8695,2.19,1
2021-04-01,825474,44138,3.19,1
2021-04-01,825474,78859,2.72,1
2021-04-01,825474,82005,1.85,1
2021-04-01,825474,85065,6.01,1
2021-04-01,825474,86413,2.51,1
2021-04-01,825474,105861,2.38,1
2021-04-01,825474,106884,2.88,2
2021-04-01,825474,107928,4.36,1
2021-04-01,825474,113871,6.18,1
2021-04-01,825474,113910,3.58,1
2021-04-01,825474,118888,3.86,1
2021-04-01,825474,121067,5.72,1
2021-04-01,825475,5028,2.04,1
2021-04-01,825475,5031,2.04,1
2021-04-01,825475,5036,2.04,1
2021-04-01,825475,5055,2.04,1
2021-04-01,825475,102576,2.04,1
2021-04-01,825475,102629,2.04,1
2021-04-01,825475,102649,2.04,1
2021-04-01,825475,109177,2.04,1
2021-04-01,825475,111260,78.16,1
2021-04-01,825476,3375,2.97,1
2021-04-01,825476,4290,4.1,1
2021-04-01,825476,4298,2.73,1
2021-04-01,825476,4363,5.29,2
2021-04-01,825476,4905,3.68,2
2021-04-01,825476,5680,2.61,1
2021-04-01,825476,6876,2.83,1
2021-04-01,825476,6877,5.65,2
2021-04-01,825476,11065,2.44,1
2021-04-01,825476,11071,2.61,1
2021-04-01,825476,17065,3.88,2
2021-04-01,825476,17066,4.3,2
2021-04-01,825476,17067,3.88,2
2021-04-01,825476,17812,5.08,2
2021-04-01,825476,41991,6.57,2
2021-04-01,825476,43945,49.12,3
2021-04-01,825476,44827,4.2,2
2021-04-01,825476,44828,3.72,2
2021-04-01,825476,46896,5.39,1
2021-04-01,825476,68509,2.48,1
2021-04-01,825476,68512,4.73,2
2021-04-01,825476,70425,2.39,1
2021-04-01,825476,70426,2.47,1
2021-04-01,825476,70428,4.94,2
2021-04-01,825476,70429,4.56,2
2021-04-01,825476,79427,4.42,2
2021-04-01,825476,79885,2.49,1
2021-04-01,825476,99038,2.57,1
2021-04-01,825476,102938,16.54,1
2021-04-01,825476,108087,2.48,2
2021-04-01,825476,108091,2.53,2
2021-04-01,825476,117644,3.48,1
2021-04-01,825476,118278,4.38,2
2021-04-01,825476,118281,1.98,1
2021-04-01,825476,120252,2.67,1
2021-04-01,825476,120255,2.2,1
2021-04-01,825477,103592,54.82,5
2021-04-01,825478,13368,4.81,2
2021-04-01,825478,28591,12.14,1
2021-04-01,825478,86787,1.9,1
2021-04-01,825480,81503,2.93,1
2021-04-01,825480,90964,13.46,1
2021-04-01,825480,121578,19.37,3
2021-04-01,825481,24103,19.61,1
2021-04-01,825481,85785,10.28,1
2021-04-01,825481,110676,18.24,1
2021-04-01,825481,113552,12.4,1
2021-04-01,825482,26349,1.58,1
2021-04-01,825482,44715,5.61,1
2021-04-01,825482,68206,9.86,2
2021-04-01,825482,74382,3.9,1
2021-04-01,825482,80550,10.45,1
2021-04-01,825482,80570,7.52,1
2021-04-01,825482,95063,10.0,2
2021-04-01,825482,100819,7.64,2
2021-04-01,825482,100820,3.42,1
2021-04-01,825482,106806,6.73,1
2021-04-01,825483,10565,9.62,1
2021-04-01,825483,24074,16.22,1
2021-04-01,825483,83771,2.82,1
2021-04-01,825483,89622,29.91,2
2021-04-01,825483,90904,44.09,2
2021-04-01,825483,93047,9.74,2
2021-04-01,825483,103096,2.32,1
2021-04-01,825483,114912,7.27,1
2021-04-01,825483,114913,7.27,1
2021-04-01,825483,121599,10.08,1
2021-04-01,825483,121600,10.08,1
2021-04-01,825483,127004,3.71,1
2021-04-01,825484,49972,1.65,1
2021-04-01,825484,77670,8.56,2
2021-04-01,825484,88216,7.71,1
2021-04-01,825485,42695,2.52,1
2021-04-01,825485,69321,2.6,1
2021-04-01,825485,82005,1.85,1
2021-04-01,825485,100258,4.19,2
2021-04-01,825485,100819,11.46,3
2021-04-01,825486,30314,7.44,1
2021-04-01,825486,43336,5.56,1
2021-04-01,825486,44129,4.87,2
2021-04-01,825486,45880,9.46,1
2021-04-01,825486,48609,8.27,2
2021-04-01,825486,71718,6.74,1
2021-04-01,825486,78498,13.93,1
2021-04-01,825486,87281,3.12,1
2021-04-01,825486,103820,2.13,1
2021-04-01,825486,109308,8.17,1
2021-04-01,825486,109311,9.28,1
2021-04-01,825486,109312,2.68,1
2021-04-01,825486,112078,1.24,1
2021-04-01,825487,44764,2.55,1
2021-04-01,825487,99263,3.98,1
2021-04-01,825487,102767,7.09,1
2021-04-01,825487,110724,2.57,1
2021-04-01,825488,20053,7.82,2
2021-04-01,825488,73245,1.44,1
2021-04-01,825488,73926,3.85,2
2021-04-01,825488,76046,7.68,1
2021-04-01,825488,79503,20.91,1
2021-04-01,825488,100240,1.23,1
2021-04-01,825488,108708,19.79,1
2021-04-01,825488,111007,6.21,1
2021-04-01,825489,47569,3.67,1
2021-04-01,825489,69224,3.08,1
2021-04-01,825489,99321,2.57,1
2021-04-01,825489,99322,2.69,1
2021-04-01,825489,111177,10.19,1
2021-04-01,825489,111190,12.78,1
2021-04-01,825489,113866,3.3,1
2021-04-01,825489,113867,4.31,1
2021-04-01,825489,113870,4.78,1
2021-04-01,825489,118485,3.34,1
2021-04-01,825489,124762,7.64,1
2021-04-01,825490,101489,6.39,3
2021-04-01,825490,101534,7.07,3
2021-04-01,825490,103595,86.83,8
2021-04-01,825491,42807,5.11,1
2021-04-01,825491,48283,1.67,1
2021-04-01,825491,72814,3.22,1
2021-04-01,825491,76471,2.44,1
