date_date,campaign_name,ads_cost
2021-06-26,FR - SHP - AB - Enfant,28
2021-06-26,FR - SHP - AB - Entretien,31
2021-06-26,FR - SHP - AB - Epicerie Salée,43
2021-06-26,FR - SHP - AB - Epicerie Sucrée,25
2021-06-26,FR - SHP - AB - Extérieur,10
2021-06-26,FR - SHP - AB - Maison - Smart,148
2021-06-26,FR - SHP - AB - Santé & Bien-être - Smart,6
2021-06-26,FR - SHP - AB - Top Marge - Smart,30
2021-06-26,FR - SHP - All Products,40
2021-06-26,FR - SHP - All Products - Smart,748
2021-06-26,FR - SHP - Couche - Smart,33
2021-06-26,FR - SHP MKP -  All Products,43
2021-06-26,FR - SHP MKP - AB - New Products,97
2021-06-26,FR - SHP MKP - AB - Top products,144
2021-06-26,FR - TXT - B - Marques,73
2021-06-26,FR - TXT - B - Marques - Couches - Acquisition,24
2021-06-26,FR - TXT - BN - Marque Greenweez,79
2021-06-26,FR - TXT - G - Générique Bio,23
2021-06-26,FR - TXT - GC - Génériques - Alimentation Bébé Bio,4
2021-06-26,FR - TXT - GC - Génériques - Beauté & Hygiène,13
2021-06-26,FR - TXT - GC - Génériques - Couches - Acquisition,32
2021-06-26,FR - TXT - GC - Génériques - Cuisine,41
2021-06-26,FR - TXT - GC - Génériques - Enfant,30
2021-06-26,FR - TXT - GC - Génériques - Entretien,67
2021-06-26,FR - TXT - GC - Génériques - Epicerie,30
2021-06-26,FR - TXT MKP - B - Marques,21
2021-06-26,FR - TXT MKP - DSA - Page Feed,39
2021-06-26,IA - COM - [ENG - ACQ] - Boost,26
2021-06-26,IA - COM - [PUR - ACQ],42
2021-06-26,IA - COM - [PUR - ACQ] - DABA,114
2021-06-26,IA - COM - [PUR - ACQ] - Paris ex Express,28
2021-06-26,IA - COM - [PUR - RT] - Clients Existants,49
2021-06-26,IA - COM - [PUR - RT] - DPA ex clients,122
2021-06-26,IA - COM - [PUR - RT] - Site & CRM,82
2021-06-26,IA - COM - [VID - ACQ],42
2021-06-26,criteo_audience_tv,8
2021-06-26,criteo_lower_funnel,68
2021-06-26,criteo_mid_funnel,12
2021-06-26,criteo_seg_occasionnels,15
2021-06-27,CH - SHP - All Products,33
2021-06-27,FR - DSA - Page Feed - Product,290
2021-06-27,FR - SHP - AB - Beaute & Hygiene - Smart,67
2021-06-27,FR - SHP - AB - Enfant,28
2021-06-27,FR - SHP - AB - Entretien,50
2021-06-27,FR - SHP - AB - Epicerie Salée,42
2021-06-27,FR - SHP - AB - Epicerie Sucrée,35
2021-06-27,FR - SHP - AB - Extérieur,15
2021-06-27,FR - SHP - AB - Maison - Smart,231
2021-06-27,FR - SHP - AB - Santé & Bien-être - Smart,7
2021-06-27,FR - SHP - AB - Top Marge - Smart,56
2021-06-27,FR - SHP - All Products,64
2021-06-27,FR - SHP - All Products - Smart,"1,062"
2021-06-27,FR - SHP - Couche - Smart,46
2021-06-27,FR - SHP MKP -  All Products,78
2021-06-27,FR - SHP MKP - AB - New Products,135
2021-06-27,FR - SHP MKP - AB - Top products,190
2021-06-27,FR - TXT - B - Marques,79
2021-06-27,FR - TXT - B - Marques - Couches - Acquisition,35
2021-06-27,FR - TXT - BN - Marque Greenweez,107
2021-06-27,FR - TXT - G - Générique Bio,30
2021-06-27,FR - TXT - GC - Génériques - Alimentation Bébé Bio,5
2021-06-27,FR - TXT - GC - Génériques - Beauté & Hygiène,16
2021-06-27,FR - TXT - GC - Génériques - Couches - Acquisition,35
2021-06-27,FR - TXT - GC - Génériques - Cuisine,44
2021-06-27,FR - TXT - GC - Génériques - Enfant,24
2021-06-27,FR - TXT - GC - Génériques - Entretien,79
2021-06-27,FR - TXT - GC - Génériques - Epicerie,28
2021-06-27,FR - TXT MKP - B - Marques,21
2021-06-27,FR - TXT MKP - DSA - Page Feed,38
2021-06-27,IA - COM - [ENG - ACQ] - Boost,26
2021-06-27,IA - COM - [PUR - ACQ],39
2021-06-27,IA - COM - [PUR - ACQ] - DABA,109
2021-06-27,IA - COM - [PUR - ACQ] - Paris ex Express,27
2021-06-27,IA - COM - [PUR - RT] - Clients Existants,46
2021-06-27,IA - COM - [PUR - RT] - DPA ex clients,119
2021-06-27,IA - COM - [PUR - RT] - Site & CRM,79
2021-06-27,IA - COM - [VID - ACQ],41
2021-06-27,criteo_audience_tv,9
2021-06-27,criteo_lower_funnel,98
2021-06-27,criteo_mid_funnel,17
2021-06-27,criteo_seg_occasionnels,24
2021-06-28,CH - SHP - All Products,27
2021-06-28,FR - DSA - Page Feed - Product,279
2021-06-28,FR - SHP - AB - Beaute & Hygiene - Smart,90
2021-06-28,FR - SHP - AB - Enfant,29
2021-06-28,FR - SHP - AB - Entretien,45
2021-06-28,FR - SHP - AB - Epicerie Salée,44
2021-06-28,FR - SHP - AB - Epicerie Sucrée,39
2021-06-28,FR - SHP - AB - Extérieur,13
2021-06-28,FR - SHP - AB - Maison - Smart,188
2021-06-28,FR - SHP - AB - Santé & Bien-être - Smart,9
2021-06-28,FR - SHP - AB - Top Marge - Smart,39
2021-06-28,FR - SHP - All Products,87
2021-06-28,FR - SHP - All Products - Smart,"1,104"
2021-06-28,FR - SHP - Couche - Smart,80
2021-06-28,FR - SHP MKP -  All Products,50
2021-06-28,FR - SHP MKP - AB - New Products,117
2021-06-28,FR - SHP MKP - AB - Top products,152
2021-06-28,FR - TXT - B - Marques,94
2021-06-28,FR - TXT - B - Marques - Couches - Acquisition,29
2021-06-28,FR - TXT - BN - Marque Greenweez,145
2021-06-28,FR - TXT - G - Générique Bio,35
2021-06-28,FR - TXT - GC - Génériques - Alimentation Bébé Bio,7
2021-06-28,FR - TXT - GC - Génériques - Beauté & Hygiène,11
2021-06-28,FR - TXT - GC - Génériques - Couches - Acquisition,38
2021-06-28,FR - TXT - GC - Génériques - Cuisine,46
2021-06-28,FR - TXT - GC - Génériques - Enfant,38
2021-06-28,FR - TXT - GC - Génériques - Entretien,71
2021-06-28,FR - TXT - GC - Génériques - Epicerie,26
2021-06-28,FR - TXT MKP - B - Marques,22
2021-06-28,FR - TXT MKP - DSA - Page Feed,18
2021-06-28,IA - COM - [ENG - ACQ] - Boost,25
2021-06-28,IA - COM - [PUR - ACQ],32
2021-06-28,IA - COM - [PUR - ACQ] - DABA,116
2021-06-28,IA - COM - [PUR - ACQ] - Paris ex Express,26
2021-06-28,IA - COM - [PUR - RT] - Clients Existants,44
2021-06-28,IA - COM - [PUR - RT] - DPA ex clients,118
2021-06-28,IA - COM - [PUR - RT] - Site & CRM,78
2021-06-28,IA - COM - [VID - ACQ],41
2021-06-28,criteo_audience_tv,26
2021-06-28,criteo_epicerie,0
2021-06-28,criteo_lower_funnel,123
2021-06-28,criteo_mid_funnel,21
2021-06-28,criteo_seg_occasionnels,34
2021-06-29,CH - SHP - All Products,29
2021-06-29,FR - DSA - Page Feed - Product,248
2021-06-29,FR - SHP - AB - Beaute & Hygiene - Smart,112
2021-06-29,FR - SHP - AB - Enfant,28
2021-06-29,FR - SHP - AB - Entretien,58
2021-06-29,FR - SHP - AB - Epicerie Salée,43
2021-06-29,FR - SHP - AB - Epicerie Sucrée,31
2021-06-29,FR - SHP - AB - Extérieur,18
2021-06-29,FR - SHP - AB - Maison - Smart,204
2021-06-29,FR - SHP - AB - Santé & Bien-être - Smart,15
2021-06-29,FR - SHP - AB - Top Marge - Smart,36
2021-06-29,FR - SHP - All Products,79
2021-06-29,FR - SHP - All Products - Smart,932
2021-06-29,FR - SHP - Couche - Smart,75
2021-06-29,FR - SHP MKP -  All Products,52
2021-06-29,FR - SHP MKP - AB - New Products,167
2021-06-29,FR - SHP MKP - AB - Top products,86
2021-06-29,FR - TXT - B - Marques,110
2021-06-29,FR - TXT - B - Marques - Couches - Acquisition,30
2021-06-29,FR - TXT - BN - Marque Greenweez,126
2021-06-29,FR - TXT - G - Générique Bio,37
2021-06-29,FR - TXT - GC - Génériques - Alimentation Bébé Bio,8
2021-06-29,FR - TXT - GC - Génériques - Beauté & Hygiène,12
2021-06-29,FR - TXT - GC - Génériques - Couches - Acquisition,32
2021-06-29,FR - TXT - GC - Génériques - Cuisine,33
2021-06-29,FR - TXT - GC - Génériques - Enfant,23
2021-06-29,FR - TXT - GC - Génériques - Entretien,51
2021-06-29,FR - TXT - GC - Génériques - Epicerie,25
2021-06-29,FR - TXT MKP - B - Marques,16
2021-06-29,FR - TXT MKP - DSA - Page Feed,16
2021-06-29,IA - COM - [ENG - ACQ] - Boost,25
2021-06-29,IA - COM - [PUR - ACQ],30
2021-06-29,IA - COM - [PUR - ACQ] - DABA,129
2021-06-29,IA - COM - [PUR - ACQ] - Paris ex Express,27
2021-06-29,IA - COM - [PUR - RT] - Clients Existants,62
2021-06-29,IA - COM - [PUR - RT] - DPA ex clients,115
2021-06-29,IA - COM - [PUR - RT] - Site & CRM,79
2021-06-29,IA - COM - [VID - ACQ],41
2021-06-29,criteo_audience_tv,27
2021-06-29,criteo_lower_funnel,101
2021-06-29,criteo_mid_funnel,14
2021-06-29,criteo_seg_occasionnels,28
2021-06-30,CH - SHP - All Products,25
2021-06-30,FR - DSA - Page Feed - Product,355
2021-06-30,FR - SHP - AB - Beaute & Hygiene - Smart,141
2021-06-30,FR - SHP - AB - Enfant,28
2021-06-30,FR - SHP - AB - Entretien,75
2021-06-30,FR - SHP - AB - Epicerie Salée,39
2021-06-30,FR - SHP - AB - Epicerie Sucrée,39
2021-06-30,FR - SHP - AB - Extérieur,41
2021-06-30,FR - SHP - AB - Maison - Smart,206
2021-06-30,FR - SHP - AB - Santé & Bien-être - Smart,27
2021-06-30,FR - SHP - AB - Top Marge - Smart,47
2021-06-30,FR - SHP - All Products,69
2021-06-30,FR - SHP - All Products - Smart,969
2021-06-30,FR - SHP - Couche - Smart,77
2021-06-30,FR - SHP MKP -  All Products,46
2021-06-30,FR - SHP MKP - AB - New Products,96
2021-06-30,FR - SHP MKP - AB - Top products,172
2021-06-30,FR - TXT - B - Marques,189
2021-06-30,FR - TXT - B - Marques - Couches - Acquisition,48
2021-06-30,FR - TXT - BN - Marque Greenweez,175
2021-06-30,FR - TXT - G - Générique Bio,35
2021-06-30,FR - TXT - GC - Génériques - Alimentation Bébé Bio,8
2021-06-30,FR - TXT - GC - Génériques - Beauté & Hygiène,29
2021-06-30,FR - TXT - GC - Génériques - Couches - Acquisition,26
2021-06-30,FR - TXT - GC - Génériques - Cuisine,65
2021-06-30,FR - TXT - GC - Génériques - Enfant,42
2021-06-30,FR - TXT - GC - Génériques - Entretien,60
2021-06-30,FR - TXT - GC - Génériques - Epicerie,32
2021-06-30,FR - TXT MKP - B - Marques,25
2021-06-30,FR - TXT MKP - DSA - Page Feed,20
2021-06-30,IA - COM - [ENG - ACQ] - Boost,26
2021-06-30,IA - COM - [PUR - ACQ],5
2021-06-30,IA - COM - [PUR - ACQ] - DABA,131
2021-06-30,IA - COM - [PUR - ACQ] - Paris ex Express,5
2021-06-30,IA - COM - [PUR - PRO] - ACQ SOLDES ETE,55
2021-06-30,IA - COM - [PUR - PRO] - DABA SOLDES ETE,34
2021-06-30,IA - COM - [PUR - PRO] - RT SOLDES ETE,273
2021-06-30,IA - COM - [PUR - PRO] - SOLDES DPA ETE,35
2021-06-30,IA - COM - [PUR - RT] - Clients Existants,10
2021-06-30,IA - COM - [PUR - RT] - DPA ex clients,118
2021-06-30,IA - COM - [PUR - RT] - Site & CRM,12
2021-06-30,IA - COM - [VID - ACQ],7
2021-06-30,criteo_audience_tv,38
2021-06-30,criteo_bh,0
2021-06-30,criteo_lower_funnel,215
2021-06-30,criteo_mid_funnel,18
2021-06-30,criteo_seg_occasionnels,40
2021-07-01,CH - SHP - All Products,20
2021-07-01,FR - DSA - Page Feed - Product,255
2021-07-01,FR - SHP - AB - Beaute & Hygiene - Smart,130
2021-07-01,FR - SHP - AB - Enfant,29
2021-07-01,FR - SHP - AB - Entretien,50
2021-07-01,FR - SHP - AB - Epicerie Salée,43
2021-07-01,FR - SHP - AB - Epicerie Sucrée,31
2021-07-01,FR - SHP - AB - Extérieur,35
2021-07-01,FR - SHP - AB - Maison - Smart,164
2021-07-01,FR - SHP - AB - Santé & Bien-être - Smart,24
2021-07-01,FR - SHP - AB - Top Marge - Smart,41
2021-07-01,FR - SHP - All Products,62
2021-07-01,FR - SHP - All Products - Smart,765
2021-07-01,FR - SHP - Couche - Smart,61
2021-07-01,FR - SHP MKP -  All Products,53
2021-07-01,FR - SHP MKP - AB - New Products,120
2021-07-01,FR - SHP MKP - AB - Top products,147
2021-07-01,FR - TXT - B - Marques,210
2021-07-01,FR - TXT - B - Marques - Couches - Acquisition,31
2021-07-01,FR - TXT - BN - Marque Greenweez,145
2021-07-01,FR - TXT - G - Générique Bio,33
2021-07-01,FR - TXT - GC - Génériques - Alimentation Bébé Bio,5
2021-07-01,FR - TXT - GC - Génériques - Beauté & Hygiène,30
2021-07-01,FR - TXT - GC - Génériques - Couches - Acquisition,35
2021-07-01,FR - TXT - GC - Génériques - Cuisine,50
2021-07-01,FR - TXT - GC - Génériques - Enfant,37
2021-07-01,FR - TXT - GC - Génériques - Entretien,51
2021-07-01,FR - TXT - GC - Génériques - Epicerie,24
2021-07-01,FR - TXT MKP - B - Marques,24
2021-07-01,FR - TXT MKP - DSA - Page Feed,16
2021-07-01,IA - COM - [ENG - ACQ] - Boost,21
2021-07-01,IA - COM - [PUR - ACQ] - DABA,133
2021-07-01,IA - COM - [PUR - PRO] - ACQ SOLDES ETE,42
2021-07-01,IA - COM - [PUR - PRO] - DABA SOLDES ETE,34
2021-07-01,IA - COM - [PUR - PRO] - RT SOLDES ETE,187
2021-07-01,IA - COM - [PUR - PRO] - SOLDES DPA ETE,31
2021-07-01,IA - COM - [PUR - RT] - DPA ex clients,119
2021-07-01,criteo_audience_tv,42
2021-07-01,criteo_bh,0
2021-07-01,criteo_lower_funnel,177
2021-07-01,criteo_mid_funnel,25
2021-07-01,criteo_seg_occasionnels,33
2021-07-02,CH - SHP - All Products,18
2021-07-02,FR - DSA - Page Feed - Product,294
2021-07-02,FR - SHP - AB - Beaute & Hygiene - Smart,101
2021-07-02,FR - SHP - AB - Enfant,29
2021-07-02,FR - SHP - AB - Entretien,53
2021-07-02,FR - SHP - AB - Epicerie Salée,42
2021-07-02,FR - SHP - AB - Epicerie Sucrée,19
2021-07-02,FR - SHP - AB - Extérieur,27
2021-07-02,FR - SHP - AB - Maison - Smart,147
2021-07-02,FR - SHP - AB - Santé & Bien-être - Smart,9
2021-07-02,FR - SHP - AB - Top Marge - Smart,28
2021-07-02,FR - SHP - All Products,41
2021-07-02,FR - SHP - All Products - Smart,806
2021-07-02,FR - SHP - Couche - Smart,65
2021-07-02,FR - SHP MKP -  All Products,51
2021-07-02,FR - SHP MKP - AB - New Products,106
2021-07-02,FR - SHP MKP - AB - Top products,120
2021-07-02,FR - TXT - B - Marques,203
2021-07-02,FR - TXT - B - Marques - Couches - Acquisition,34
2021-07-02,FR - TXT - BN - Marque Greenweez,128
2021-07-02,FR - TXT - G - Générique Bio,34
2021-07-02,FR - TXT - GC - Génériques - Alimentation Bébé Bio,6
2021-07-02,FR - TXT - GC - Génériques - Beauté & Hygiène,24
2021-07-02,FR - TXT - GC - Génériques - Couches - Acquisition,27
2021-07-02,FR - TXT - GC - Génériques - Cuisine,58
2021-07-02,FR - TXT - GC - Génériques - Enfant,24
2021-07-02,FR - TXT - GC - Génériques - Entretien,50
2021-07-02,FR - TXT - GC - Génériques - Epicerie,23
2021-07-02,FR - TXT MKP - B - Marques,24
2021-07-02,FR - TXT MKP - DSA - Page Feed,20
2021-07-02,IA - COM - [ENG - ACQ] - Boost,15
2021-07-02,IA - COM - [PUR - ACQ] - DABA,136
2021-07-02,IA - COM - [PUR - PRO] - ACQ SOLDES ETE,43
2021-07-02,IA - COM - [PUR - PRO] - DABA SOLDES ETE,37
2021-07-02,IA - COM - [PUR - PRO] - RT SOLDES ETE,183
2021-07-02,IA - COM - [PUR - PRO] - SOLDES DPA ETE,30
2021-07-02,IA - COM - [PUR - RT] - DPA ex clients,119
2021-07-02,criteo_audience_tv,36
2021-07-02,criteo_lower_funnel,95
2021-07-02,criteo_mid_funnel,15
2021-07-02,criteo_seg_occasionnels,16
2021-07-03,CH - SHP - All Products,33
2021-07-03,FR - DSA - Page Feed - Product,360
2021-07-03,FR - SHP - AB - Beaute & Hygiene - Smart,91
2021-07-03,FR - SHP - AB - Enfant,28
2021-07-03,FR - SHP - AB - Entretien,50
2021-07-03,FR - SHP - AB - Epicerie Salée,43
2021-07-03,FR - SHP - AB - Epicerie Sucrée,23
2021-07-03,FR - SHP - AB - Extérieur,35
2021-07-03,FR - SHP - AB - Maison - Smart,123
2021-07-03,FR - SHP - AB - Santé & Bien-être - Smart,7
2021-07-03,FR - SHP - AB - Top Marge - Smart,29
2021-07-03,FR - SHP - All Products,37
2021-07-03,FR - SHP - All Products - Smart,"1,015"
2021-07-03,FR - SHP - Couche - Smart,74
2021-07-03,FR - SHP MKP -  All Products,51
2021-07-03,FR - SHP MKP - AB - New Products,127
2021-07-03,FR - SHP MKP - AB - Top products,130
2021-07-03,FR - TXT - B - Marques,240
2021-07-03,FR - TXT - B - Marques - Couches - Acquisition,24
2021-07-03,FR - TXT - BN - Marque Greenweez,154
2021-07-03,FR - TXT - G - Générique Bio,36
2021-07-03,FR - TXT - GC - Génériques - Alimentation Bébé Bio,9
2021-07-03,FR - TXT - GC - Génériques - Beauté & Hygiène,31
2021-07-03,FR - TXT - GC - Génériques - Couches - Acquisition,34
2021-07-03,FR - TXT - GC - Génériques - Cuisine,111
2021-07-03,FR - TXT - GC - Génériques - Enfant,31
2021-07-03,FR - TXT - GC - Génériques - Entretien,68
2021-07-03,FR - TXT - GC - Génériques - Epicerie,27
2021-07-03,FR - TXT MKP - B - Marques,35
2021-07-03,FR - TXT MKP - DSA - Page Feed,20
2021-07-03,IA - COM - [ENG - ACQ] - Boost,15
2021-07-03,IA - COM - [PUR - ACQ] - DABA,139
2021-07-03,IA - COM - [PUR - PRO] - ACQ SOLDES ETE,44
2021-07-03,IA - COM - [PUR - PRO] - DABA SOLDES ETE,39
2021-07-03,IA - COM - [PUR - PRO] - RT SOLDES ETE,192
2021-07-03,IA - COM - [PUR - PRO] - SOLDES DPA ETE,30
2021-07-03,IA - COM - [PUR - RT] - DPA ex clients,121
2021-07-03,criteo_audience_tv,35
2021-07-03,criteo_lower_funnel,83
2021-07-03,criteo_mid_funnel,18
2021-07-03,criteo_seg_occasionnels,15
2021-07-04,CH - SHP - All Products,41
2021-07-04,FR - DSA - Page Feed - Product,411
2021-07-04,FR - SHP - AB - Beaute & Hygiene - Smart,152
2021-07-04,FR - SHP - AB - Enfant,29
2021-07-04,FR - SHP - AB - Entretien,97
2021-07-04,FR - SHP - AB - Epicerie Salée,44
2021-07-04,FR - SHP - AB - Epicerie Sucrée,39
2021-07-04,FR - SHP - AB - Extérieur,37
2021-07-04,FR - SHP - AB - Maison - Smart,190
2021-07-04,FR - SHP - AB - Santé & Bien-être - Smart,16
2021-07-04,FR - SHP - AB - Top Marge - Smart,43
2021-07-04,FR - SHP - All Products,36
2021-07-04,FR - SHP - All Products - Smart,"1,192"
2021-07-04,FR - SHP - Couche - Smart,88
2021-07-04,FR - SHP MKP -  All Products,65
2021-07-04,FR - SHP MKP - AB - New Products,144
2021-07-04,FR - SHP MKP - AB - Top products,130
2021-07-04,FR - TXT - B - Marques,272
2021-07-04,FR - TXT - B - Marques - Couches - Acquisition,38
2021-07-04,FR - TXT - BN - Marque Greenweez,205
2021-07-04,FR - TXT - G - Générique Bio,38
2021-07-04,FR - TXT - GC - Génériques - Alimentation Bébé Bio,5
2021-07-04,FR - TXT - GC - Génériques - Beauté & Hygiène,34
2021-07-04,FR - TXT - GC - Génériques - Couches - Acquisition,36
2021-07-04,FR - TXT - GC - Génériques - Cuisine,150
2021-07-04,FR - TXT - GC - Génériques - Enfant,34
2021-07-04,FR - TXT - GC - Génériques - Entretien,96
2021-07-04,FR - TXT - GC - Génériques - Epicerie,29
2021-07-04,FR - TXT MKP - B - Marques,32
2021-07-04,FR - TXT MKP - DSA - Page Feed,21
2021-07-04,IA - COM - [ENG - ACQ] - Boost,15
2021-07-04,IA - COM - [PUR - ACQ] - DABA,143
2021-07-04,IA - COM - [PUR - PRO] - ACQ SOLDES ETE,43
2021-07-04,IA - COM - [PUR - PRO] - DABA SOLDES ETE,40
2021-07-04,IA - COM - [PUR - PRO] - RT SOLDES ETE,192
2021-07-04,IA - COM - [PUR - PRO] - SOLDES DPA ETE,30
2021-07-04,IA - COM - [PUR - RT] - DPA ex clients,127
2021-07-04,criteo_audience_tv,38
2021-07-04,criteo_bh,0
2021-07-04,criteo_lower_funnel,94
2021-07-04,criteo_mid_funnel,16
2021-07-04,criteo_seg_occasionnels,16
2021-07-05,CH - SHP - All Products,34
2021-07-05,FR - DSA - Page Feed - Product,367
2021-07-05,FR - SHP - AB - Beaute & Hygiene - Smart,120
2021-07-05,FR - SHP - AB - Enfant,30
2021-07-05,FR - SHP - AB - Entretien,90
2021-07-05,FR - SHP - AB - Epicerie Salée,46
2021-07-05,FR - SHP - AB - Epicerie Sucrée,36
2021-07-05,FR - SHP - AB - Extérieur,38
2021-07-05,FR - SHP - AB - Maison - Smart,137
2021-07-05,FR - SHP - AB - Santé & Bien-être - Smart,16
2021-07-05,FR - SHP - AB - Top Marge - Smart,41
2021-07-05,FR - SHP - All Products,43
2021-07-05,FR - SHP - All Products - Smart,"1,005"
2021-07-05,FR - SHP - Couche - Smart,49
2021-07-05,FR - SHP MKP -  All Products,79
2021-07-05,FR - SHP MKP - AB - New Products,93
2021-07-05,FR - SHP MKP - AB - Top products,177
2021-07-05,FR - TXT - B - Marques,222
2021-07-05,FR - TXT - B - Marques - Couches - Acquisition,37
2021-07-05,FR - TXT - BN - Marque Greenweez,173
2021-07-05,FR - TXT - G - Générique Bio,34
2021-07-05,FR - TXT - GC - Génériques - Alimentation Bébé Bio,4
2021-07-05,FR - TXT - GC - Génériques - Beauté & Hygiène,34
2021-07-05,FR - TXT - GC - Génériques - Couches - Acquisition,35
2021-07-05,FR - TXT - GC - Génériques - Cuisine,115
2021-07-05,FR - TXT - GC - Génériques - Enfant,24
2021-07-05,FR - TXT - GC - Génériques - Entretien,60
2021-07-05,FR - TXT - GC - Génériques - Epicerie,22
2021-07-05,FR - TXT MKP - B - Marques,32
2021-07-05,FR - TXT MKP - DSA - Page Feed,18
2021-07-05,IA - COM - [ENG - ACQ] - Boost,15
2021-07-05,IA - COM - [PUR - ACQ] - DABA,141
2021-07-05,IA - COM - [PUR - PRO] - ACQ SOLDES ETE,45
2021-07-05,IA - COM - [PUR - PRO] - DABA SOLDES ETE,39
2021-07-05,IA - COM - [PUR - PRO] - RT SOLDES ETE,185
2021-07-05,IA - COM - [PUR - PRO] - SOLDES DPA ETE,30
2021-07-05,IA - COM - [PUR - RT] - DPA ex clients,124
2021-07-05,criteo_audience_tv,5
2021-07-05,criteo_bh,0
2021-07-05,criteo_lower_funnel,99
2021-07-05,criteo_mid_funnel,16
2021-07-05,criteo_seg_occasionnels,20
2021-07-06,CH - SHP - All Products,44
2021-07-06,FR - DSA - Page Feed - Product,358
2021-07-06,FR - SHP - AB - Beaute & Hygiene - Smart,90
2021-07-06,FR - SHP - AB - Enfant,29
2021-07-06,FR - SHP - AB - Entretien,38
2021-07-06,FR - SHP - AB - Epicerie Salée,43
2021-07-06,FR - SHP - AB - Epicerie Sucrée,28
2021-07-06,FR - SHP - AB - Extérieur,36
2021-07-06,FR - SHP - AB - Maison - Smart,114
2021-07-06,FR - SHP - AB - Santé & Bien-être - Smart,12
2021-07-06,FR - SHP - AB - Top Marge - Smart,24
2021-07-06,FR - SHP - All Products,66
2021-07-06,FR - SHP - All Products - Smart,"1,155"
2021-07-06,FR - SHP - Couche - Smart,66
2021-07-06,FR - SHP MKP -  All Products,166
2021-07-06,FR - SHP MKP - AB - New Products,112
2021-07-06,FR - SHP MKP - AB - Top products,160
2021-07-06,FR - TXT - B - Marques,215
2021-07-06,FR - TXT - B - Marques - Couches - Acquisition,37
2021-07-06,FR - TXT - BN - Marque Greenweez,175
2021-07-06,FR - TXT - G - Générique Bio,31
2021-07-06,FR - TXT - GC - Génériques - Alimentation Bébé Bio,3
2021-07-06,FR - TXT - GC - Génériques - Beauté & Hygiène,33
2021-07-06,FR - TXT - GC - Génériques - Couches - Acquisition,33
2021-07-06,FR - TXT - GC - Génériques - Cuisine,110
2021-07-06,FR - TXT - GC - Génériques - Enfant,38
2021-07-06,FR - TXT - GC - Génériques - Entretien,45
2021-07-06,FR - TXT - GC - Génériques - Epicerie,24
2021-07-06,FR - TXT MKP - B - Marques,35
2021-07-06,FR - TXT MKP - DSA - Page Feed,15
2021-07-06,IA - COM - [ENG - ACQ] - Boost,15
2021-07-06,IA - COM - [PUR - ACQ] - DABA,111
2021-07-06,IA - COM - [PUR - PRO] - ACQ SOLDES ETE,56
2021-07-06,IA - COM - [PUR - PRO] - DABA SOLDES ETE,29
2021-07-06,IA - COM - [PUR - PRO] - RT SOLDES ETE,186
2021-07-06,IA - COM - [PUR - PRO] - SOLDES DPA ETE,32
2021-07-06,IA - COM - [PUR - RT] - DPA ex clients,126
2021-07-06,IA - MKP - [PUR - ACQ] - DABA MKP,18
2021-07-06,IA - MKP - [PUR - RT] - DPA MKP,15
2021-07-06,criteo_audience_tv,0
2021-07-06,criteo_lower_funnel,92
2021-07-06,criteo_mid_funnel,13
2021-07-06,criteo_seg_occasionnels,21
2021-07-07,CH - SHP - All Products,28
2021-07-07,FR - DSA - Page Feed - Product,409
2021-07-07,FR - SHP - AB - Beaute & Hygiene - Smart,101
2021-07-07,FR - SHP - AB - Enfant,29
2021-07-07,FR - SHP - AB - Entretien,64
2021-07-07,FR - SHP - AB - Epicerie Salée,43
2021-07-07,FR - SHP - AB - Epicerie Sucrée,47
2021-07-07,FR - SHP - AB - Extérieur,36
2021-07-07,FR - SHP - AB - Maison - Smart,117
2021-07-07,FR - SHP - AB - Santé & Bien-être - Smart,33
2021-07-07,FR - SHP - AB - Top Marge - Smart,29
2021-07-07,FR - SHP - All Products,60
2021-07-07,FR - SHP - All Products - Smart,976
2021-07-07,FR - SHP - Couche - Smart,61
2021-07-07,FR - SHP MKP -  All Products,119
2021-07-07,FR - SHP MKP - AB - New Products,122
2021-07-07,FR - SHP MKP - AB - Top products,105
2021-07-07,FR - TXT - B - Marques,219
2021-07-07,FR - TXT - B - Marques - Couches - Acquisition,31
2021-07-07,FR - TXT - BN - Marque Greenweez,158
2021-07-07,FR - TXT - G - Générique Bio,32
2021-07-07,FR - TXT - GC - Génériques - Alimentation Bébé Bio,7
2021-07-07,FR - TXT - GC - Génériques - Beauté & Hygiène,32
2021-07-07,FR - TXT - GC - Génériques - Couches - Acquisition,32
2021-07-07,FR - TXT - GC - Génériques - Cuisine,108
2021-07-07,FR - TXT - GC - Génériques - Enfant,28
2021-07-07,FR - TXT - GC - Génériques - Entretien,40
2021-07-07,FR - TXT - GC - Génériques - Epicerie,21
2021-07-07,FR - TXT MKP - B - Marques,23
2021-07-07,FR - TXT MKP - DSA - Page Feed,16
2021-07-07,IA - COM - [ENG - ACQ] - Boost,16
2021-07-07,IA - COM - [PUR - ACQ] - DABA,96
2021-07-07,IA - COM - [PUR - PRO] - ACQ SOLDES ETE,72
2021-07-07,IA - COM - [PUR - PRO] - DABA SOLDES ETE,26
2021-07-07,IA - COM - [PUR - PRO] - RT SOLDES ETE,188
2021-07-07,IA - COM - [PUR - PRO] - SOLDES DPA ETE,39
2021-07-07,IA - COM - [PUR - RT] - DPA ex clients,124
2021-07-07,IA - MKP - [PUR - ACQ] - DABA MKP,45
