date_date,campaign_name,ads_cost
2021-05-14,criteo_seg_occasionnels,10
2021-05-15,CH - SHP - All Products,15
2021-05-15,FR - DSA - Page Feed - Product,285
2021-05-15,FR - SHP - AB - Beaute & Hygiene - Smart,123
2021-05-15,FR - SHP - AB - Enfant,0
2021-05-15,FR - SHP - AB - Entretien,51
2021-05-15,FR - SHP - AB - Epicerie Salée,20
2021-05-15,FR - SHP - AB - Epicerie Sucrée,23
2021-05-15,FR - SHP - AB - Extérieur,0
2021-05-15,FR - SHP - AB - Maison - Smart,221
2021-05-15,FR - SHP - AB - Santé & Bien-être - Smart,30
2021-05-15,FR - SHP - AB - Top Marge - Smart,33
2021-05-15,FR - SHP - All Products,87
2021-05-15,FR - SHP - All Products - Smart,"1,054"
2021-05-15,FR - SHP - Couche - Smart,43
2021-05-15,FR - SHP MKP -  All Products,48
2021-05-15,FR - SHP MKP - AB - Top products,52
2021-05-15,FR - TXT - B - Marques,132
2021-05-15,FR - TXT - BN - Marque Greenweez,107
2021-05-15,FR - TXT - G - Générique Bio,41
2021-05-15,FR - TXT - GC - Génériques - Alimentation Bébé Bio,6
2021-05-15,FR - TXT - GC - Génériques - Beauté & Hygiène,23
2021-05-15,FR - TXT - GC - Génériques - Cuisine,26
2021-05-15,FR - TXT - GC - Génériques - Enfant,7
2021-05-15,FR - TXT - GC - Génériques - Entretien,99
2021-05-15,FR - TXT - GC - Génériques - Epicerie,32
2021-05-15,IA - COM - [ENG - ACQ] - Boost,62
2021-05-15,IA - COM - [PUR - ACQ],60
2021-05-15,IA - COM - [PUR - ACQ] - DABA,103
2021-05-15,IA - COM - [PUR - RT] - Clients Existants,62
2021-05-15,IA - COM - [PUR - RT] - DPA ex clients,107
2021-05-15,IA - COM - [PUR - RT] - Site & CRM,64
2021-05-15,IA - COM - [VID - ACQ],40
2021-05-15,criteo_audience_tv,8
2021-05-15,criteo_lower_funnel,29
2021-05-15,criteo_mid_funnel,15
2021-05-15,criteo_seg_occasionnels,9
2021-05-16,CH - SHP - All Products,26
2021-05-16,FR - DSA - Page Feed - Product,335
2021-05-16,FR - SHP - AB - Beaute & Hygiene - Smart,152
2021-05-16,FR - SHP - AB - Enfant,0
2021-05-16,FR - SHP - AB - Entretien,52
2021-05-16,FR - SHP - AB - Epicerie Salée,21
2021-05-16,FR - SHP - AB - Epicerie Sucrée,24
2021-05-16,FR - SHP - AB - Extérieur,0
2021-05-16,FR - SHP - AB - Maison - Smart,219
2021-05-16,FR - SHP - AB - Santé & Bien-être - Smart,61
2021-05-16,FR - SHP - AB - Top Marge - Smart,32
2021-05-16,FR - SHP - All Products,95
2021-05-16,FR - SHP - All Products - Smart,"1,055"
2021-05-16,FR - SHP - Couche - Smart,36
2021-05-16,FR - SHP MKP -  All Products,97
2021-05-16,FR - SHP MKP - AB - Top products,66
2021-05-16,FR - TXT - B - Marques,135
2021-05-16,FR - TXT - BN - Marque Greenweez,145
2021-05-16,FR - TXT - G - Générique Bio,47
2021-05-16,FR - TXT - GC - Génériques - Alimentation Bébé Bio,14
2021-05-16,FR - TXT - GC - Génériques - Beauté & Hygiène,23
2021-05-16,FR - TXT - GC - Génériques - Cuisine,31
2021-05-16,FR - TXT - GC - Génériques - Enfant,7
2021-05-16,FR - TXT - GC - Génériques - Entretien,121
2021-05-16,FR - TXT - GC - Génériques - Epicerie,31
2021-05-16,IA - COM - [ENG - ACQ] - Boost,62
2021-05-16,IA - COM - [PUR - ACQ],59
2021-05-16,IA - COM - [PUR - ACQ] - DABA,99
2021-05-16,IA - COM - [PUR - RT] - Clients Existants,60
2021-05-16,IA - COM - [PUR - RT] - DPA ex clients,103
2021-05-16,IA - COM - [PUR - RT] - Site & CRM,62
2021-05-16,IA - COM - [VID - ACQ],39
2021-05-16,criteo_audience_tv,10
2021-05-16,criteo_lower_funnel,42
2021-05-16,criteo_mid_funnel,20
2021-05-16,criteo_seg_occasionnels,12
2021-05-17,CH - SHP - All Products,23
2021-05-17,FR - DSA - Page Feed - Product,248
2021-05-17,FR - SHP - AB - Beaute & Hygiene - Smart,96
2021-05-17,FR - SHP - AB - Enfant,0
2021-05-17,FR - SHP - AB - Entretien,52
2021-05-17,FR - SHP - AB - Epicerie Salée,21
2021-05-17,FR - SHP - AB - Epicerie Sucrée,24
2021-05-17,FR - SHP - AB - Extérieur,0
2021-05-17,FR - SHP - AB - Maison - Smart,150
2021-05-17,FR - SHP - AB - Santé & Bien-être - Smart,48
2021-05-17,FR - SHP - AB - Top Marge - Smart,26
2021-05-17,FR - SHP - All Products,78
2021-05-17,FR - SHP - All Products - Smart,950
2021-05-17,FR - SHP - Couche - Smart,47
2021-05-17,FR - SHP MKP -  All Products,89
2021-05-17,FR - SHP MKP - AB - Top products,83
2021-05-17,FR - TXT - B - Marques,154
2021-05-17,FR - TXT - BN - Marque Greenweez,141
2021-05-17,FR - TXT - G - Générique Bio,40
2021-05-17,FR - TXT - GC - Génériques - Alimentation Bébé Bio,11
2021-05-17,FR - TXT - GC - Génériques - Beauté & Hygiène,22
2021-05-17,FR - TXT - GC - Génériques - Cuisine,23
2021-05-17,FR - TXT - GC - Génériques - Enfant,8
2021-05-17,FR - TXT - GC - Génériques - Entretien,92
2021-05-17,FR - TXT - GC - Génériques - Epicerie,29
2021-05-17,IA - COM - [ENG - ACQ] - Boost,61
2021-05-17,IA - COM - [PUR - ACQ],51
2021-05-17,IA - COM - [PUR - ACQ] - DABA,100
2021-05-17,IA - COM - [PUR - RT] - Clients Existants,60
2021-05-17,IA - COM - [PUR - RT] - DPA ex clients,99
2021-05-17,IA - COM - [PUR - RT] - Site & CRM,57
2021-05-17,IA - COM - [VID - ACQ],39
2021-05-17,criteo_audience_tv,25
2021-05-17,criteo_bh,0
2021-05-17,criteo_epicerie,0
2021-05-17,criteo_lower_funnel,49
2021-05-17,criteo_mid_funnel,24
2021-05-17,criteo_seg_occasionnels,13
2021-05-18,CH - SHP - All Products,15
2021-05-18,FR - DSA - Page Feed - Product,179
2021-05-18,FR - SHP - AB - Beaute & Hygiene - Smart,102
2021-05-18,FR - SHP - AB - Enfant,10
2021-05-18,FR - SHP - AB - Entretien,62
2021-05-18,FR - SHP - AB - Epicerie Salée,21
2021-05-18,FR - SHP - AB - Epicerie Sucrée,24
2021-05-18,FR - SHP - AB - Extérieur,9
2021-05-18,FR - SHP - AB - Maison - Smart,156
2021-05-18,FR - SHP - AB - Santé & Bien-être - Smart,27
2021-05-18,FR - SHP - AB - Top Marge - Smart,42
2021-05-18,FR - SHP - All Products,71
2021-05-18,FR - SHP - All Products - Smart,951
2021-05-18,FR - SHP - Couche - Smart,40
2021-05-18,FR - SHP MKP -  All Products,116
2021-05-18,FR - SHP MKP - AB - Top products,94
2021-05-18,FR - TXT - B - Marques,180
2021-05-18,FR - TXT - BN - Marque Greenweez,135
2021-05-18,FR - TXT - G - Générique Bio,37
2021-05-18,FR - TXT - GC - Génériques - Alimentation Bébé Bio,6
2021-05-18,FR - TXT - GC - Génériques - Beauté & Hygiène,18
2021-05-18,FR - TXT - GC - Génériques - Cuisine,26
2021-05-18,FR - TXT - GC - Génériques - Enfant,4
2021-05-18,FR - TXT - GC - Génériques - Entretien,61
2021-05-18,FR - TXT - GC - Génériques - Epicerie,29
2021-05-18,IA - COM - [ENG - ACQ] - Boost,62
2021-05-18,IA - COM - [PUR - ACQ],49
2021-05-18,IA - COM - [PUR - ACQ] - DABA,91
2021-05-18,IA - COM - [PUR - RT] - Clients Existants,60
2021-05-18,IA - COM - [PUR - RT] - DPA ex clients,92
2021-05-18,IA - COM - [PUR - RT] - Site & CRM,57
2021-05-18,IA - COM - [VID - ACQ],39
2021-05-18,criteo_audience_tv,40
2021-05-18,criteo_bh,0
2021-05-18,criteo_epicerie,0
2021-05-18,criteo_lower_funnel,54
2021-05-18,criteo_mid_funnel,14
2021-05-18,criteo_seg_occasionnels,12
2021-05-19,CH - SHP - All Products,19
2021-05-19,FR - DSA - Page Feed - Product,190
2021-05-19,FR - SHP - AB - Beaute & Hygiene - Smart,95
2021-05-19,FR - SHP - AB - Enfant,9
2021-05-19,FR - SHP - AB - Entretien,37
2021-05-19,FR - SHP - AB - Epicerie Salée,21
2021-05-19,FR - SHP - AB - Epicerie Sucrée,23
2021-05-19,FR - SHP - AB - Extérieur,9
2021-05-19,FR - SHP - AB - Maison - Smart,142
2021-05-19,FR - SHP - AB - Santé & Bien-être - Smart,31
2021-05-19,FR - SHP - AB - Top Marge - Smart,40
2021-05-19,FR - SHP - All Products,65
2021-05-19,FR - SHP - All Products - Smart,987
2021-05-19,FR - SHP - Couche - Smart,34
2021-05-19,FR - SHP MKP -  All Products,94
2021-05-19,FR - SHP MKP - AB - Top products,94
2021-05-19,FR - TXT - B - Marques,183
2021-05-19,FR - TXT - BN - Marque Greenweez,129
2021-05-19,FR - TXT - G - Générique Bio,52
2021-05-19,FR - TXT - GC - Génériques - Alimentation Bébé Bio,5
2021-05-19,FR - TXT - GC - Génériques - Beauté & Hygiène,28
2021-05-19,FR - TXT - GC - Génériques - Cuisine,35
2021-05-19,FR - TXT - GC - Génériques - Enfant,4
2021-05-19,FR - TXT - GC - Génériques - Entretien,51
2021-05-19,FR - TXT - GC - Génériques - Epicerie,26
2021-05-19,IA - COM - [ENG - ACQ] - Boost,61
2021-05-19,IA - COM - [PUR - ACQ],48
2021-05-19,IA - COM - [PUR - ACQ] - DABA,101
2021-05-19,IA - COM - [PUR - ACQ] - Paris ex Express,22
2021-05-19,IA - COM - [PUR - RT] - Clients Existants,58
2021-05-19,IA - COM - [PUR - RT] - DPA ex clients,95
2021-05-19,IA - COM - [PUR - RT] - Site & CRM,62
2021-05-19,IA - COM - [VID - ACQ],39
2021-05-19,criteo_audience_tv,45
2021-05-19,criteo_bh,0
2021-05-19,criteo_epicerie,0
2021-05-19,criteo_lower_funnel,55
2021-05-19,criteo_mid_funnel,20
2021-05-19,criteo_seg_occasionnels,12
2021-05-20,CH - SHP - All Products,19
2021-05-20,FR - DSA - Page Feed - Product,192
2021-05-20,FR - SHP - AB - Beaute & Hygiene - Smart,57
2021-05-20,FR - SHP - AB - Enfant,9
2021-05-20,FR - SHP - AB - Entretien,36
2021-05-20,FR - SHP - AB - Epicerie Salée,20
2021-05-20,FR - SHP - AB - Epicerie Sucrée,23
2021-05-20,FR - SHP - AB - Extérieur,9
2021-05-20,FR - SHP - AB - Maison - Smart,104
2021-05-20,FR - SHP - AB - Santé & Bien-être - Smart,17
2021-05-20,FR - SHP - AB - Top Marge - Smart,37
2021-05-20,FR - SHP - All Products,60
2021-05-20,FR - SHP - All Products - Smart,968
2021-05-20,FR - SHP - Couche - Smart,41
2021-05-20,FR - SHP MKP -  All Products,93
2021-05-20,FR - SHP MKP - AB - Top products,81
2021-05-20,FR - TXT - B - Marques,180
2021-05-20,FR - TXT - BN - Marque Greenweez,112
2021-05-20,FR - TXT - G - Générique Bio,46
2021-05-20,FR - TXT - GC - Génériques - Alimentation Bébé Bio,7
2021-05-20,FR - TXT - GC - Génériques - Beauté & Hygiène,23
2021-05-20,FR - TXT - GC - Génériques - Cuisine,24
2021-05-20,FR - TXT - GC - Génériques - Enfant,7
2021-05-20,FR - TXT - GC - Génériques - Entretien,47
2021-05-20,FR - TXT - GC - Génériques - Epicerie,28
2021-05-20,IA - COM - [ENG - ACQ] - Boost,62
2021-05-20,IA - COM - [PUR - ACQ],49
2021-05-20,IA - COM - [PUR - ACQ] - DABA,102
2021-05-20,IA - COM - [PUR - ACQ] - Paris ex Express,25
2021-05-20,IA - COM - [PUR - RT] - Clients Existants,60
2021-05-20,IA - COM - [PUR - RT] - DPA ex clients,92
2021-05-20,IA - COM - [PUR - RT] - Site & CRM,66
2021-05-20,IA - COM - [VID - ACQ],34
2021-05-20,criteo_audience_tv,57
2021-05-20,criteo_bh,0
2021-05-20,criteo_epicerie,0
2021-05-20,criteo_lower_funnel,49
2021-05-20,criteo_mid_funnel,13
2021-05-20,criteo_seg_occasionnels,9
2021-05-21,CH - SHP - All Products,18
2021-05-21,FR - DSA - Page Feed - Product,205
2021-05-21,FR - SHP - AB - Beaute & Hygiene - Smart,58
2021-05-21,FR - SHP - AB - Enfant,28
2021-05-21,FR - SHP - AB - Entretien,58
2021-05-21,FR - SHP - AB - Epicerie Salée,42
2021-05-21,FR - SHP - AB - Epicerie Sucrée,36
2021-05-21,FR - SHP - AB - Extérieur,30
2021-05-21,FR - SHP - AB - Maison - Smart,90
2021-05-21,FR - SHP - AB - Santé & Bien-être - Smart,18
2021-05-21,FR - SHP - AB - Top Marge - Smart,41
2021-05-21,FR - SHP - All Products,59
2021-05-21,FR - SHP - All Products - Smart,872
2021-05-21,FR - SHP - Couche - Smart,31
2021-05-21,FR - SHP MKP -  All Products,97
2021-05-21,FR - SHP MKP - AB - Top products,73
2021-05-21,FR - TXT - B - Marques,166
2021-05-21,FR - TXT - BN - Marque Greenweez,106
2021-05-21,FR - TXT - G - Générique Bio,31
2021-05-21,FR - TXT - GC - Génériques - Alimentation Bébé Bio,4
2021-05-21,FR - TXT - GC - Génériques - Beauté & Hygiène,27
2021-05-21,FR - TXT - GC - Génériques - Cuisine,16
2021-05-21,FR - TXT - GC - Génériques - Enfant,5
2021-05-21,FR - TXT - GC - Génériques - Entretien,45
2021-05-21,FR - TXT - GC - Génériques - Epicerie,28
2021-05-21,FR - TXT MKP - B - Marques,5
2021-05-21,IA - COM - [ENG - ACQ] - Boost,62
2021-05-21,IA - COM - [PUR - ACQ],49
2021-05-21,IA - COM - [PUR - ACQ] - DABA,102
2021-05-21,IA - COM - [PUR - ACQ] - Paris ex Express,24
2021-05-21,IA - COM - [PUR - RT] - Clients Existants,60
2021-05-21,IA - COM - [PUR - RT] - DPA ex clients,97
2021-05-21,IA - COM - [PUR - RT] - Site & CRM,67
2021-05-21,IA - COM - [VID - ACQ],39
2021-05-21,criteo_audience_tv,66
2021-05-21,criteo_bh,0
2021-05-21,criteo_epicerie,0
2021-05-21,criteo_lower_funnel,71
2021-05-21,criteo_mid_funnel,16
2021-05-21,criteo_seg_occasionnels,8
2021-05-22,CH - SHP - All Products,17
2021-05-22,FR - DSA - Page Feed - Product,234
2021-05-22,FR - SHP - AB - Beaute & Hygiene - Smart,30
2021-05-22,FR - SHP - AB - Enfant,28
2021-05-22,FR - SHP - AB - Entretien,74
2021-05-22,FR - SHP - AB - Epicerie Salée,42
2021-05-22,FR - SHP - AB - Epicerie Sucrée,36
2021-05-22,FR - SHP - AB - Extérieur,30
2021-05-22,FR - SHP - AB - Maison - Smart,67
2021-05-22,FR - SHP - AB - Santé & Bien-être - Smart,25
2021-05-22,FR - SHP - AB - Top Marge - Smart,44
2021-05-22,FR - SHP - All Products,68
2021-05-22,FR - SHP - All Products - Smart,"1,161"
2021-05-22,FR - SHP - Couche - Smart,42
2021-05-22,FR - SHP MKP -  All Products,125
2021-05-22,FR - SHP MKP - AB - Top products,119
2021-05-22,FR - TXT - B - Marques,121
2021-05-22,FR - TXT - BN - Marque Greenweez,99
2021-05-22,FR - TXT - G - Générique Bio,29
2021-05-22,FR - TXT - GC - Génériques - Alimentation Bébé Bio,3
2021-05-22,FR - TXT - GC - Génériques - Beauté & Hygiène,26
2021-05-22,FR - TXT - GC - Génériques - Cuisine,28
2021-05-22,FR - TXT - GC - Génériques - Enfant,9
2021-05-22,FR - TXT - GC - Génériques - Entretien,59
2021-05-22,FR - TXT - GC - Génériques - Epicerie,25
2021-05-22,FR - TXT MKP - B - Marques,7
2021-05-22,IA - COM - [ENG - ACQ] - Boost,61
2021-05-22,IA - COM - [PUR - ACQ],50
2021-05-22,IA - COM - [PUR - ACQ] - DABA,109
2021-05-22,IA - COM - [PUR - ACQ] - Paris ex Express,26
2021-05-22,IA - COM - [PUR - RT] - Clients Existants,62
2021-05-22,IA - COM - [PUR - RT] - DPA ex clients,104
2021-05-22,IA - COM - [PUR - RT] - Site & CRM,69
2021-05-22,IA - COM - [VID - ACQ],39
2021-05-22,criteo_audience_tv,72
2021-05-22,criteo_bh,0
2021-05-22,criteo_epicerie,0
2021-05-22,criteo_lower_funnel,71
2021-05-22,criteo_mid_funnel,16
2021-05-22,criteo_seg_occasionnels,7
2021-05-23,CH - SHP - All Products,25
2021-05-23,FR - DSA - Page Feed - Product,223
2021-05-23,FR - SHP - AB - Beaute & Hygiene - Smart,56
2021-05-23,FR - SHP - AB - Enfant,29
2021-05-23,FR - SHP - AB - Entretien,67
2021-05-23,FR - SHP - AB - Epicerie Salée,43
2021-05-23,FR - SHP - AB - Epicerie Sucrée,37
2021-05-23,FR - SHP - AB - Extérieur,31
2021-05-23,FR - SHP - AB - Maison - Smart,122
2021-05-23,FR - SHP - AB - Santé & Bien-être - Smart,39
2021-05-23,FR - SHP - AB - Top Marge - Smart,46
2021-05-23,FR - SHP - All Products,51
2021-05-23,FR - SHP - All Products - Smart,"1,030"
2021-05-23,FR - SHP - Couche - Smart,47
2021-05-23,FR - SHP MKP -  All Products,201
2021-05-23,FR - SHP MKP - AB - Top products,91
2021-05-23,FR - TXT - B - Marques,115
2021-05-23,FR - TXT - BN - Marque Greenweez,127
2021-05-23,FR - TXT - G - Générique Bio,23
2021-05-23,FR - TXT - GC - Génériques - Alimentation Bébé Bio,1
2021-05-23,FR - TXT - GC - Génériques - Beauté & Hygiène,26
2021-05-23,FR - TXT - GC - Génériques - Cuisine,30
2021-05-23,FR - TXT - GC - Génériques - Enfant,6
2021-05-23,FR - TXT - GC - Génériques - Entretien,59
2021-05-23,FR - TXT - GC - Génériques - Epicerie,30
2021-05-23,FR - TXT MKP - B - Marques,8
2021-05-23,IA - COM - [ENG - ACQ] - Boost,62
2021-05-23,IA - COM - [PUR - ACQ],50
2021-05-23,IA - COM - [PUR - ACQ] - DABA,106
2021-05-23,IA - COM - [PUR - ACQ] - Paris ex Express,24
2021-05-23,IA - COM - [PUR - RT] - Clients Existants,61
2021-05-23,IA - COM - [PUR - RT] - DPA ex clients,100
2021-05-23,IA - COM - [PUR - RT] - Site & CRM,68
2021-05-23,IA - COM - [VID - ACQ],41
2021-05-23,criteo_audience_tv,85
2021-05-23,criteo_bh,3
2021-05-23,criteo_epicerie,0
2021-05-23,criteo_lower_funnel,67
2021-05-23,criteo_mid_funnel,17
2021-05-23,criteo_seg_occasionnels,7
2021-05-24,CH - SHP - All Products,20
2021-05-24,FR - DSA - Page Feed - Product,346
2021-05-24,FR - SHP - AB - Beaute & Hygiene - Smart,83
2021-05-24,FR - SHP - AB - Enfant,31
2021-05-24,FR - SHP - AB - Entretien,71
2021-05-24,FR - SHP - AB - Epicerie Salée,45
2021-05-24,FR - SHP - AB - Epicerie Sucrée,39
2021-05-24,FR - SHP - AB - Extérieur,32
2021-05-24,FR - SHP - AB - Maison - Smart,135
2021-05-24,FR - SHP - AB - Santé & Bien-être - Smart,75
2021-05-24,FR - SHP - AB - Top Marge - Smart,44
2021-05-24,FR - SHP - All Products,79
2021-05-24,FR - SHP - All Products - Smart,"1,167"
2021-05-24,FR - SHP - Couche - Smart,61
2021-05-24,FR - SHP MKP -  All Products,157
2021-05-24,FR - SHP MKP - AB - Top products,92
2021-05-24,FR - TXT - B - Marques,158
2021-05-24,FR - TXT - BN - Marque Greenweez,122
2021-05-24,FR - TXT - G - Générique Bio,33
2021-05-24,FR - TXT - GC - Génériques - Alimentation Bébé Bio,3
2021-05-24,FR - TXT - GC - Génériques - Beauté & Hygiène,31
2021-05-24,FR - TXT - GC - Génériques - Cuisine,44
2021-05-24,FR - TXT - GC - Génériques - Enfant,12
2021-05-24,FR - TXT - GC - Génériques - Entretien,99
2021-05-24,FR - TXT - GC - Génériques - Epicerie,33
2021-05-24,FR - TXT MKP - B - Marques,12
2021-05-24,IA - COM - [ENG - ACQ] - Boost,61
2021-05-24,IA - COM - [PUR - ACQ],49
2021-05-24,IA - COM - [PUR - ACQ] - DABA,103
2021-05-24,IA - COM - [PUR - ACQ] - Paris ex Express,23
2021-05-24,IA - COM - [PUR - RT] - Clients Existants,60
2021-05-24,IA - COM - [PUR - RT] - DPA ex clients,99
2021-05-24,IA - COM - [PUR - RT] - Site & CRM,68
2021-05-24,IA - COM - [VID - ACQ],41
2021-05-24,criteo_audience_tv,69
2021-05-24,criteo_bh,16
2021-05-24,criteo_epicerie,2
2021-05-24,criteo_lower_funnel,78
2021-05-24,criteo_mid_funnel,24
2021-05-24,criteo_seg_occasionnels,9
2021-05-25,CH - SHP - All Products,16
2021-05-25,FR - DSA - Page Feed - Product,312
2021-05-25,FR - SHP - AB - Beaute & Hygiene - Smart,110
2021-05-25,FR - SHP - AB - Enfant,29
2021-05-25,FR - SHP - AB - Entretien,67
2021-05-25,FR - SHP - AB - Epicerie Salée,43
2021-05-25,FR - SHP - AB - Epicerie Sucrée,36
2021-05-25,FR - SHP - AB - Extérieur,34
2021-05-25,FR - SHP - AB - Maison - Smart,133
2021-05-25,FR - SHP - AB - Santé & Bien-être - Smart,97
2021-05-25,FR - SHP - AB - Top Marge - Smart,40
2021-05-25,FR - SHP - All Products,62
2021-05-25,FR - SHP - All Products - Smart,939
2021-05-25,FR - SHP - Couche - Smart,44
2021-05-25,FR - SHP MKP -  All Products,113
2021-05-25,FR - SHP MKP - AB - Top products,59
2021-05-25,FR - TXT - B - Marques,155
2021-05-25,FR - TXT - BN - Marque Greenweez,117
2021-05-25,FR - TXT - G - Générique Bio,35
2021-05-25,FR - TXT - GC - Génériques - Alimentation Bébé Bio,3
2021-05-25,FR - TXT - GC - Génériques - Beauté & Hygiène,23
2021-05-25,FR - TXT - GC - Génériques - Cuisine,37
2021-05-25,FR - TXT - GC - Génériques - Enfant,15
2021-05-25,FR - TXT - GC - Génériques - Entretien,95
2021-05-25,FR - TXT - GC - Génériques - Epicerie,34
2021-05-25,FR - TXT MKP - B - Marques,13
2021-05-25,IA - COM - [ENG - ACQ] - Boost,61
2021-05-25,IA - COM - [PUR - ACQ],49
2021-05-25,IA - COM - [PUR - ACQ] - DABA,102
2021-05-25,IA - COM - [PUR - ACQ] - Paris ex Express,23
2021-05-25,IA - COM - [PUR - RT] - Clients Existants,58
2021-05-25,IA - COM - [PUR - RT] - DPA ex clients,96
2021-05-25,IA - COM - [PUR - RT] - Site & CRM,66
2021-05-25,IA - COM - [VID - ACQ],41
2021-05-25,criteo_audience_tv,21
2021-05-25,criteo_bh,22
2021-05-25,criteo_epicerie,10
2021-05-25,criteo_lower_funnel,62
2021-05-25,criteo_mid_funnel,17
2021-05-25,criteo_seg_occasionnels,9
2021-05-26,CH - SHP - All Products,19
2021-05-26,FR - DSA - Page Feed - Product,287
2021-05-26,FR - SHP - AB - Beaute & Hygiene - Smart,99
2021-05-26,FR - SHP - AB - Enfant,28
2021-05-26,FR - SHP - AB - Entretien,68
2021-05-26,FR - SHP - AB - Epicerie Salée,42
2021-05-26,FR - SHP - AB - Epicerie Sucrée,36
2021-05-26,FR - SHP - AB - Extérieur,30
2021-05-26,FR - SHP - AB - Maison - Smart,105
2021-05-26,FR - SHP - AB - Santé & Bien-être - Smart,110
2021-05-26,FR - SHP - AB - Top Marge - Smart,33
2021-05-26,FR - SHP - All Products,67
2021-05-26,FR - SHP - All Products - Smart,"1,095"
2021-05-26,FR - SHP - Couche - Smart,59
2021-05-26,FR - SHP MKP -  All Products,117
2021-05-26,FR - SHP MKP - AB - Top products,103
2021-05-26,FR - TXT - B - Marques,135
2021-05-26,FR - TXT - BN - Marque Greenweez,118
2021-05-26,FR - TXT - G - Générique Bio,30
2021-05-26,FR - TXT - GC - Génériques - Alimentation Bébé Bio,5
2021-05-26,FR - TXT - GC - Génériques - Beauté & Hygiène,16
2021-05-26,FR - TXT - GC - Génériques - Cuisine,37
2021-05-26,FR - TXT - GC - Génériques - Enfant,18
2021-05-26,FR - TXT - GC - Génériques - Entretien,90
2021-05-26,FR - TXT - GC - Génériques - Epicerie,30
2021-05-26,FR - TXT MKP - B - Marques,14
2021-05-26,IA - COM - [ENG - ACQ] - Boost,61
2021-05-26,IA - COM - [PUR - ACQ],50
2021-05-26,IA - COM - [PUR - ACQ] - DABA,107
2021-05-26,IA - COM - [PUR - ACQ] - Paris ex Express,24
2021-05-26,IA - COM - [PUR - RT] - Clients Existants,64
2021-05-26,IA - COM - [PUR - RT] - DPA ex clients,100
2021-05-26,IA - COM - [PUR - RT] - Site & CRM,68
2021-05-26,IA - COM - [VID - ACQ],41
2021-05-26,criteo_audience_tv,20
2021-05-26,criteo_bh,21
2021-05-26,criteo_epicerie,16
2021-05-26,criteo_lower_funnel,72
2021-05-26,criteo_mid_funnel,20
2021-05-26,criteo_seg_occasionnels,9
2021-05-27,CH - SHP - All Products,21
2021-05-27,FR - DSA - Page Feed - Product,244
2021-05-27,FR - SHP - AB - Beaute & Hygiene - Smart,64
2021-05-27,FR - SHP - AB - Enfant,28
2021-05-27,FR - SHP - AB - Entretien,46
2021-05-27,FR - SHP - AB - Epicerie Salée,42
2021-05-27,FR - SHP - AB - Epicerie Sucrée,35
2021-05-27,FR - SHP - AB - Extérieur,29
2021-05-27,FR - SHP - AB - Maison - Smart,68
2021-05-27,FR - SHP - AB - Santé & Bien-être - Smart,72
2021-05-27,FR - SHP - AB - Top Marge - Smart,22
2021-05-27,FR - SHP - All Products,56
2021-05-27,FR - SHP - All Products - Smart,991
2021-05-27,FR - SHP - Couche - Smart,39
2021-05-27,FR - SHP MKP -  All Products,79
2021-05-27,FR - SHP MKP - AB - Top products,76
2021-05-27,FR - TXT - B - Marques,122
2021-05-27,FR - TXT - BN - Marque Greenweez,110
2021-05-27,FR - TXT - G - Générique Bio,31
2021-05-27,FR - TXT - GC - Génériques - Alimentation Bébé Bio,4
2021-05-27,FR - TXT - GC - Génériques - Beauté & Hygiène,20
2021-05-27,FR - TXT - GC - Génériques - Cuisine,28
2021-05-27,FR - TXT - GC - Génériques - Enfant,16
2021-05-27,FR - TXT - GC - Génériques - Entretien,82
2021-05-27,FR - TXT - GC - Génériques - Epicerie,28
2021-05-27,FR - TXT MKP - B - Marques,13
2021-05-27,IA - COM - [ENG - ACQ] - Boost,62
2021-05-27,IA - COM - [PUR - ACQ],50
2021-05-27,IA - COM - [PUR - ACQ] - DABA,106
2021-05-27,IA - COM - [PUR - ACQ] - Paris ex Express,25
2021-05-27,IA - COM - [PUR - RT] - Clients Existants,66
2021-05-27,IA - COM - [PUR - RT] - DPA ex clients,100
2021-05-27,IA - COM - [PUR - RT] - Site & CRM,69
2021-05-27,IA - COM - [VID - ACQ],40
2021-05-27,criteo_audience_tv,16
2021-05-27,criteo_bh,12
2021-05-27,criteo_epicerie,22
2021-05-27,criteo_lower_funnel,64
2021-05-27,criteo_mid_funnel,15
2021-05-27,criteo_seg_occasionnels,8
2021-05-28,CH - SHP - All Products,22
2021-05-28,FR - DSA - Page Feed - Product,226
2021-05-28,FR - SHP - AB - Beaute & Hygiene - Smart,43
2021-05-28,FR - SHP - AB - Enfant,28
2021-05-28,FR - SHP - AB - Entretien,39
2021-05-28,FR - SHP - AB - Epicerie Salée,41
2021-05-28,FR - SHP - AB - Epicerie Sucrée,32
2021-05-28,FR - SHP - AB - Extérieur,29
2021-05-28,FR - SHP - AB - Maison - Smart,41
2021-05-28,FR - SHP - AB - Santé & Bien-être - Smart,52
2021-05-28,FR - SHP - AB - Top Marge - Smart,18
2021-05-28,FR - SHP - All Products,39
2021-05-28,FR - SHP - All Products - Smart,966
2021-05-28,FR - SHP - Couche - Smart,40
2021-05-28,FR - SHP MKP -  All Products,74
2021-05-28,FR - SHP MKP - AB - Top products,124
2021-05-28,FR - TXT - B - Marques,107
2021-05-28,FR - TXT - BN - Marque Greenweez,102
2021-05-28,FR - TXT - G - Générique Bio,32
