date_date,paid_source,campaign_key,campaign_name,cost,impression,click
2021-08-18,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,12.0,431.0,21.0
2021-09-08,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,12.0,485.0,20.0
2021-08-29,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,12.0,423.0,21.0
2021-09-06,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,12.0,354.0,19.0
2021-08-09,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,12.0,400.0,25.0
2021-09-09,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,12.0,370.0,20.0
2021-08-24,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,13.0,498.0,22.0
2021-08-16,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,13.0,469.0,20.0
2021-07-13,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,13.0,333.0,17.0
2021-08-13,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,13.0,419.0,23.0
2021-07-15,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,14.0,432.0,23.0
2021-08-30,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,14.0,515.0,25.0
2021-08-25,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,15.0,429.0,20.0
2021-08-11,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,18.0,436.0,24.0
2021-07-14,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,19.0,388.0,29.0
2021-09-10,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,21.0,744.0,35.0
2021-09-11,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,21.0,780.0,38.0
2021-09-22,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,22.0,721.0,38.0
2021-09-18,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,22.0,769.0,38.0
2021-09-16,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,22.0,838.0,40.0
2021-09-12,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,23.0,767.0,33.0
2021-09-14,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,24.0,927.0,38.0
2021-09-17,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,25.0,812.0,37.0
2021-09-25,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,27.0,917.0,41.0
2021-09-26,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,28.0,1022.0,48.0
2021-09-13,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,28.0,896.0,48.0
2021-09-20,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,28.0,1000.0,48.0
2021-09-15,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,29.0,1154.0,50.0
2021-09-21,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,36.0,1097.0,54.0
2021-09-30,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,38.0,1152.0,50.0
2021-09-24,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,33.0,1103.0,53.0
2021-09-19,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,33.0,848.0,42.0
2021-09-23,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,39.0,1019.0,55.0
2021-09-29,Adwords,23985487,FR - TXT - GC - Génériques - Alimentation Bébé Bio,47.0,1178.0,59.0
2021-09-29,Adwords,25175647,FR - TXT - BN - Marque Greenweez,130.0,1577.0,853.0
2021-06-03,Adwords,25175647,FR - TXT - BN - Marque Greenweez,124.0,1724.0,954.0
2021-06-14,Adwords,25175647,FR - TXT - BN - Marque Greenweez,117.0,1726.0,946.0
2021-09-06,Adwords,25175647,FR - TXT - BN - Marque Greenweez,227.0,2156.0,1251.0
2021-08-25,Adwords,25175647,FR - TXT - BN - Marque Greenweez,142.0,1482.0,848.0
2021-06-23,Adwords,25175647,FR - TXT - BN - Marque Greenweez,104.0,1331.0,735.0
